Order Number,Sales Date,Departure Date,Channel,Journey Type,Fare Carrier,Origin Country,Destination Country,Origin Airport Code,Destination Airport Code,Number of Passengers,Base Fare,Tax,Margin
BUSA-6074593,2022-10-31,2022-11-18,Kayak Group,Return,EK,United States,India,JFK,AMD,1,1783.61044,554.1939607999999,-9.098149023999834
BUSA-6072085,2022-10-31,2022-12-06,Kayak Group,Return,EK,United States,India,BOS,BOM,1,928.3300000000002,566.321444,-17.2055919919999
BUSA-6076314,2022-10-31,2022-12-22,Kayak Group,Return,PR,United States,Philippines,SFO,LAO,1,2784.3192799999997,502.0406696,2.716237607999986
BUSA-6076432,2022-10-31,2022-11-02,Aeroprice,One Way,EI,United States,Republic of Ireland,MIA,DUB,1,250.92999999999998,165.413056,-15.060636564000024
BUSA-6072690,2022-10-31,2022-11-26,Direct,One Way,F8,Canada,Mexico,YYZ,CUN,1,118.39881119999998,0.0,6.383299108000005
BUSA-6071792,2022-10-31,2022-11-11,Jetradar,Return,AA,United States,United States,CLT,LGA,1,259.53096000000005,47.269560000000006,7.420769999999999
BUSA-6074256,2022-10-31,2022-11-11,Aeroprice,Return,CI,United States,Taiwan,LAX,TPE,2,4599.04504,571.2772752,272.3922141880003
BUSA-6074403,2022-10-31,2022-11-10,Aeroprice,One Way,DE,Germany,United States,HAM,JFK,1,459.99,0.0,80.46085473999995
BUSA-6075248,2022-10-31,2022-11-16,Direct,Return,F9,United States,United States,PHX,LAS,3,201.6272736,0.0,-1.100750800000017
BUSA-6077206,2022-10-31,2022-11-02,Aeroprice,One Way,F9,United States,United States,MSY,DEN,2,158.5476112,0.0,-14.06218864800001
BUSA-6072621,2022-10-31,2023-01-01,Aeroprice,One Way,OZ,Vietnam,United States,SGN,JFK,1,933.348,168.58472799999998,-17.411691600000022
BUSA-6075844,2022-10-31,2022-11-14,Kayak Group,Return,TK,United States,India,IAD,DEL,2,1110.11432,1261.1139568,46.25358557999971
BUSA-6077954,2022-10-31,2023-01-31,Google Flights,Return,TK,United States,Sri Lanka,SFO,CMB,1,168.62496,830.0563655999999,-3.108449923999963
BUSA-6075360,2022-10-31,2023-01-15,Aeroprice,Return,EK,United States,India,BOS,MAA,1,934.4754,571.4401891199999,98.1352826200002
BUSA-6077533,2022-10-31,2022-12-12,Google Flights,Return,TK,United States,India,LAX,BOM,3,7377.281940000001,2104.6041126,579.1908020439996
BUSA-6074423,2022-10-31,2022-11-30,Direct,One Way,F9,United States,United States,ATL,MIA,1,29.0878056,0.0,7.235645659999998
BUSA-6077808,2022-10-31,2022-11-06,Aeroprice,One Way,JZ,Peru,Peru,CUZ,LIM,1,20.074399999999997,11.2617384,-7.190367671999994
BUSA-6074638,2022-10-31,2022-11-28,Aeroprice,One Way,LA,Chile,United States,SCL,MIA,1,386.43219999999997,62.411309599999996,12.013879680000016
BUSA-6073267,2022-10-31,2022-10-31,Aeroprice,One Way,LA,Colombia,Colombia,CLO,CTG,1,47.2503296,6.29311168,-6.347617728000014
BUSA-6073487,2022-10-31,2022-11-09,Google Flights,One Way,NK,United States,United States,LAS,LAX,1,29.127954399999997,0.0,-3.4896044
BUSA-6077319,2022-10-31,2022-11-03,Google Flights,One Way,SY,United States,United States,MSP,IAH,1,2.3743559999999917,0.0,10.588635439999992
BUSA-6076757,2022-10-31,2022-11-06,Google Flights,One Way,SY,United States,United States,MSP,ORD,1,159.189992,0.0,-2.846219880000005
BUSA-6072539,2022-10-31,2022-11-26,Direct,One Way,AA,United States,Honduras,DEN,SAP,1,371.332,34.42348,-24.521719955999963
BUSA-6074247,2022-10-31,2022-12-25,Google Flights,One Way,AT,United States,Ghana,JFK,ACC,1,775.87556,278.68285799999995,91.13962127200006
BUSA-6074754,2022-10-31,2022-12-11,Google Flights,One Way,EK,United States,India,EWR,HYD,1,1411.23032,265.68468399999995,39.48898057599982
BUSA-6077258,2022-10-31,2022-12-03,Aeroprice,One Way,UK,India,India,BOM,UDR,2,203.58273599999998,36.1518024,1.3667047879999927
BUSA-6076539,2022-10-31,2022-11-11,Aeroprice,Return,VH,Colombia,Colombia,SMR,PEI,1,54.993349200000004,18.12035016,9.288378684000001
BUSA-6074330,2022-10-31,2022-11-08,Aeroprice,Return,PR,Hong Kong,Philippines,HKG,TAG,1,138.12984,131.09545,-23.881929551999953
BUSA-6074918,2022-10-31,2022-11-24,Google Flights,Return,QR,United States,Jordan,JFK,AMM,1,374.38756,606.5279215999999,-9.596596375999937
BUSA-6074827,2022-10-31,2022-11-01,Jetradar,Return,TK,United States,Iraq,ATL,BGW,1,1316.8806399999999,699.5727656,6.626128496000062
BUSA-6072341,2022-10-31,2022-11-12,Google Flights,Return,TK,United States,Lebanon,JFK,BEY,1,511.836,562.798808,62.18979770399992
BUSA-6076228,2022-10-31,2022-11-01,Aeroprice,One Way,EI,United States,Republic of Ireland,JFK,DUB,1,367.36152,165.413056,-15.694285000000114
BUSA-6072088,2022-10-31,2022-11-19,Google Flights,One Way,NK,United States,United States,EWR,MIA,2,136.33528760000002,0.0,3.3412120599999895
BUSA-6073442,2022-10-31,2022-12-21,Google Flights,One Way,SY,United States,United States,MIA,MSP,1,103.98539199999999,0.0,-3.1860794719999923
BUSA-6076608,2022-10-31,2023-05-19,Google Flights,One Way,EI,United States,Germany,EWR,BER,3,794.94624,499.8525599999999,135.301775824
BUSA-6075115,2022-10-31,2022-11-19,Direct,Return,F9,United States,United States,MCO,CLE,2,196.64882239999997,0.0,1.8381413600000043
BUSA-6077026,2022-10-31,2022-11-20,Google Flights,Return,QF,United States,Australia,LAX,BNE,1,3369.41114,151.7249741,718.049237576
BUSA-6076076,2022-10-31,2022-12-25,Direct,Return,TK,United States,Turkey,JFK,IST,1,597.2134,411.5051256,35.13284824799993
BUSA-6075222,2022-10-31,2022-11-09,Google Flights,One Way,TK,United States,Georgia,JFK,TBS,1,251.93372,250.729256,36.62948266800003
BUSA-6072251,2022-10-31,2022-12-16,Aeroprice,Return,AT,United States,Morocco,IAD,RAK,3,8056.9008,1541.6199239999999,155.89017275200027
BUSA-6073503,2022-10-31,2022-11-03,Google Flights,Return,CI,United States,Thailand,SFO,BKK,1,1079.8736000000001,359.469448,32.603066103999666
BUSA-6075806,2022-10-31,2023-03-17,Google Flights,Return,FI,United States,United Kingdom,IAD,LGW,2,387.43591999999995,738.6977712,45.468576167999906
BUSA-6071712,2022-10-31,2023-02-01,Google Flights,Return,KU,United States,Bangladesh,JFK,DAC,1,700.5128000000001,272.557688,38.092683200000096
BUSA-6077393,2022-10-31,2022-11-08,Aeroprice,One Way,F9,United States,United States,LAS,DFW,1,39.114968399999995,0.0,-11.937313407999998
BUSA-6076352,2022-10-31,2022-11-01,Google Flights,One Way,SY,United States,United States,LAS,MSP,1,98.96679199999998,0.0,-1.4380007199999918
BUSA-6072865,2022-10-31,2022-12-15,Aeroprice,Return,AR,Argentina,Argentina,AEP,FTE,2,267.5535352,61.740371714,0.8094524180000171
BUSA-6076511,2022-10-31,2022-12-10,Google Flights,Return,NK,United States,United States,PHL,FLL,2,158.9490992,0.0,-9.80656896000001
BUSA-6074843,2022-10-31,2023-01-01,Google Flights,Return,CI,United States,Taiwan,JFK,TPE,1,1252.64256,285.6386376,0.1574093999999846
BUSA-6077849,2022-10-31,2022-12-20,Aeroprice,One Way,LH,Germany,Netherlands,CGN,AMS,6,855.1694400000001,422.766864,-11.740965279999946
BUSA-6073314,2022-10-31,2022-12-28,Google Flights,Return,LY,United States,Israel,EWR,TLV,1,1102.08456,104.98911199999999,69.88463333600001
BUSA-6076094,2022-10-31,2022-11-07,Direct,One Way,PC,Lebanon,Germany,BEY,DUS,1,203.0,143.1,25.191824979999936
BUSA-6072645,2022-10-31,2022-11-06,Google Flights,One Way,TK,United States,Iraq,ORD,BGW,1,486.74600000000004,294.85768,29.098581175999975
BUSA-6077256,2022-10-31,2022-11-20,Aeroprice,Return,UA,United States,Switzerland,EWR,ZRH,1,777.8829999999999,423.9512536,-6.271417199999961
BUSA-6077724,2022-10-31,2022-11-10,Direct,Return,AV,Nicaragua,United States,MGA,LAX,3,2113.83432,488.13914759999994,27.21621833599984
BUSA-6074036,2022-10-31,2023-02-04,Aeroprice,Return,CI,United States,Thailand,LAX,BKK,3,1717.88997,1081.6267931999998,177.27259718399975
BUSA-6072166,2022-10-31,2022-12-27,Google Flights,Return,SQ,United States,India,LAX,MAA,1,2347.4204,113.647664,23.249739136
BUSA-6071533,2022-10-31,2022-11-07,Google Flights,One Way,EK,United States,India,SFO,HYD,2,1216.3631999999998,531.30584,65.91802092000015
BUSA-6076656,2022-10-31,2022-11-16,Direct,Return,F9,United States,United States,PHL,DFW,4,674.3793936,0.0,8.181651760000001
BUSA-6077825,2022-10-31,2022-12-01,Aeroprice,Return,F9,United States,United States,PHL,ATL,2,152.48514239999997,0.0,9.299620040000018
BUSA-6076533,2022-10-31,2022-11-18,Aeroprice,Return,LA,Brazil,Brazil,GRU,FLN,1,190.0,16.35,58.491585303999976
BUSA-6077575,2022-10-31,2022-11-12,Aeroprice,One Way,TK,United States,United Arab Emirates,MIA,DXB,1,225.837,305.331624,-20.946907691999943
BUSA-6076982,2022-10-31,2022-11-09,Aeroprice,Return,NH,United States,Thailand,JFK,BKK,1,1352.01084,344.1555136,0.7175424440002267
BUSA-6073033,2022-10-31,2023-02-17,Google Flights,Return,CI,United States,Philippines,LAX,MNL,2,1079.8736000000001,695.2539360000001,36.40927615999972
BUSA-6076817,2022-10-31,2022-12-20,Kayak Group,Return,EK,United States,India,ORD,COK,2,4520.7548799999995,1118.6660144,58.45530776000024
BUSA-6076191,2022-10-31,2022-11-25,Kayak Group,Return,EK,United States,India,JFK,MAA,1,1068.9618,557.3054928,-15.796775560000295
BUSA-6077286,2022-10-31,2023-02-22,Aeroprice,Return,FJ,United States,Australia,LAX,SYD,1,916.39636,162.8836816,32.52000915599993
BUSA-6076353,2022-10-31,2022-12-21,Aeroprice,Return,SK,United States,Italy,IAD,FCO,3,3240.00816,1335.9914688,67.5125344639991
BUSA-6072642,2022-10-31,2022-12-07,Google Flights,Return,TK,United States,Pakistan,SFO,KHI,1,979.5136,697.983728,-11.274581128000122
BUSA-6077045,2022-10-31,2022-12-14,Google Flights,Return,TK,United States,Kazakhstan,MIA,ALA,1,559.07204,641.5577496,-25.856760004000016
BUSA-6071762,2022-10-31,2022-11-13,Google Flights,One Way,AM,United States,Mexico,LAX,MEX,1,383.3752,61.821760000000005,-4.48895640000001
BUSA-6078024,2022-10-31,2022-11-10,Google Flights,One Way,AM,United States,Mexico,IAH,MEX,1,130.4836,61.829152,3.3898170680000073
BUSA-6077114,2022-10-31,2022-11-03,Aeroprice,One Way,F9,United States,United States,MIA,LAS,1,119.4226056,0.0,-11.138753776000003
BUSA-6076864,2022-10-31,2022-11-24,Aeroprice,One Way,F9,United States,United States,LAS,MIA,3,267.93301679999996,0.0,-14.998458663999983
BUSA-6077663,2022-10-31,2022-12-06,Aeroprice,One Way,F9,United States,United States,LAS,DFW,1,93.32588559999999,0.0,15.009055572000008
BUSA-6077671,2022-10-31,2022-12-26,Google Flights,Return,PD,United States,Canada,IAD,YTZ,4,524.0221376,333.0342959999999,-10.323200031999882
BUSA-6077514,2022-10-31,2023-04-08,Aeroprice,Return,Y4,Mexico,United States,GDL,LAX,5,704.561254,0.0,24.385505887999965
BUSA-6077273,2022-10-31,2022-11-15,Google Flights,Return,AI,United States,India,SFO,DEL,1,1640.867088,588.2906399999999,20.06163299999958
BUSA-6076389,2022-10-31,2023-02-09,Aeroprice,One Way,LA,Colombia,Colombia,LET,CTG,2,118.5976086,7.5293466,61.426208009999975
BUSA-6071571,2022-10-31,2022-11-22,Google Flights,One Way,PD,United States,Canada,BOS,YUL,1,84.3024,25.49144,1.9936042400000042
BUSA-6073525,2022-10-31,2023-02-26,Google Flights,Return,PR,United States,Philippines,SFO,MNL,6,3976.2632000000003,2850.505008,-73.30859972400104
BUSA-6071800,2022-10-31,2022-12-13,Google Flights,One Way,TK,United States,United Arab Emirates,ORD,DXB,1,537.9296,265.15112,-1.744203600000036
BUSA-6076093,2022-10-31,2022-11-25,Google Flights,One Way,JL,United States,Japan,BZN,KIX,2,1397.17824,960.760784,14.732316399999998
BUSA-6072549,2022-10-31,2022-12-20,Google Flights,Return,CI,United States,Philippines,LAX,MNL,1,2028.2756000000002,347.62696800000003,-25.22014139200101
BUSA-6073109,2022-10-31,2023-02-04,Google Flights,Return,EK,United States,Nepal,ORD,KTM,2,1457.2272,1141.2537760000002,139.33781394399998
BUSA-6072171,2022-10-31,2022-11-16,Google Flights,Return,FI,United States,Germany,BOS,DUS,1,689.4732,464.947808,26.009634559999956
BUSA-6077989,2022-10-31,2022-12-25,Google Flights,Return,TK,United States,India,DFW,DEL,1,1778.028747,697.40818153,168.81125710599994
BUSA-6075622,2022-10-31,2022-11-15,Kayak Group,Return,EK,United States,United Arab Emirates,IAD,DXB,2,1240.5979199999997,897.4862751999999,23.160418888000166
BUSA-6075685,2022-10-31,2022-11-02,Aeroprice,One Way,S4,United States,France,BOS,CDG,1,152.56544,197.93358399999997,-18.92380966000002
BUSA-6076165,2022-10-31,2022-12-04,Direct,Return,AA,United States,United States,OKC,DAB,2,496.7209536,125.9869344,33.084078832
BUSA-6071671,2022-10-31,2022-11-29,Aeroprice,Return,AC,United States,Israel,MCO,TLV,1,287.0296,735.3477560000001,70.65177548
BUSA-6075022,2022-10-31,2023-04-05,Aeroprice,Return,EY,Thailand,Spain,BKK,MAD,3,1529.66928,1207.1740439999999,6.821832399999707
BUSA-6073534,2022-10-31,2022-12-13,Aeroprice,Return,FJ,United States,Tonga,HNL,TBU,1,1058.06256,110.97113600000002,24.859284799999617
BUSA-6076024,2022-10-31,2022-11-03,Aeroprice,Return,FJ,United States,Tonga,SFO,TBU,2,3308.47456,221.94227200000003,33.1826538399997
BUSA-6077678,2022-10-31,2022-12-26,Google Flights,Return,QR,United States,India,SEA,BOM,1,1150.2631199999996,573.0137107999999,1.823027180000089
BUSA-6073570,2022-10-31,2023-01-26,Aeroprice,Return,QR,United States,India,SFO,ATQ,2,1029.6936,1145.890408,0.21297240000005146
BUSA-6073281,2022-10-31,2022-12-06,Aeroprice,Return,KE,United States,Philippines,MCO,CEB,1,1097.06596,549.1151376,-23.847869983999992
BUSA-6071799,2022-10-31,2022-11-04,Google Flights,One Way,EI,United States,Republic of Ireland,LAX,DUB,3,1135.0716000000002,496.1798400000001,-20.364209440000373
BUSA-6074127,2022-10-31,2022-11-07,Aeroprice,One Way,TK,Turkey,Austria,SAW,VIE,1,82.30503999999999,73.27156,6.813204872000011
BUSA-6073381,2022-10-31,2022-11-01,Aeroprice,Return,AM,United States,Mexico,SFO,GDL,1,282.04532,166.2762552,-13.434163863999999
BUSA-6077883,2022-10-31,2022-11-25,Aeroprice,Return,AM,United States,Mexico,SFO,MEX,1,379.40616,164.9312704,-18.810690416000085
BUSA-6076679,2022-10-31,2023-01-11,Aeroprice,One Way,BR,Vietnam,United States,DAD,LAX,1,604.2394400000001,176.83538959999998,-1.9754956000000252
BUSA-6075939,2022-10-31,2022-11-14,Aeroprice,One Way,KE,United States,Taiwan,JFK,TPE,1,540.0013600000001,165.212312,-16.60973320000004
BUSA-6075628,2022-10-31,2023-01-04,Aeroprice,Return,PR,United States,Philippines,LAX,MNL,1,1478.47956,475.1409736,-54.71014142400007
BUSA-6071809,2022-10-31,2022-12-11,Aeroprice,Return,EK,United States,India,IAD,HYD,3,5187.6084,1688.8781520000002,254.81777775999979
BUSA-6072482,2022-10-31,2022-11-02,Google Flights,Return,EY,United States,India,IAD,BOM,2,1497.3712,1018.433208,4.5416911400000055
BUSA-6077272,2022-10-31,2023-05-04,Google Flights,Return,SQ,United States,Philippines,SEA,MNL,1,588.1799199999999,104.5675496,42.45011223199996
BUSA-6073804,2022-10-31,2023-01-02,Aeroprice,One Way,LA,Ecuador,Peru,UIO,LIM,1,130.46800000000002,148.97438400000001,-9.62966760000004
BUSA-6077430,2022-10-31,2022-12-25,Aeroprice,One Way,LA,Chile,Chile,SCL,CJC,1,91.31215888,7.27465632,19.653334326399982
BUSA-6076957,2022-10-31,2022-11-16,Google Flights,One Way,NK,United States,United States,OAK,LAX,2,44.0030848,0.0,14.244848107999994
BUSA-6071965,2022-10-31,2022-11-24,Google Flights,One Way,SY,United States,United States,AVL,MSP,2,103.583904,0.0,-10.080029920000014
BUSA-6074491,2022-10-31,2022-11-01,Google Flights,One Way,AM,United States,Mexico,LAX,CUN,1,231.4463112,62.388552000000004,19.350579952
BUSA-6074779,2022-10-31,2022-11-04,Aeroprice,Return,F9,United States,United States,ELP,DEN,1,141.4843712,0.0,2.2786865399999954
BUSA-6076551,2022-10-31,2022-11-01,Aeroprice,One Way,F9,United States,United States,ATL,MDW,3,237.83145399999998,0.0,-10.995824047999971
BUSA-6072856,2022-10-31,2022-12-21,Aeroprice,One Way,LA,Peru,Brazil,CUZ,GIG,2,461.656,114.430472,2.6874760159999482
BUSA-6077670,2022-10-31,2022-11-09,Google Flights,One Way,QR,United States,Indonesia,IAD,CGK,1,311.15319999999997,279.03416,0.8779799880001606
BUSA-6074977,2022-10-31,2022-12-16,Google Flights,One Way,TK,United States,India,BOS,BOM,1,1119.1478,292.885496,94.98807202399988
BUSA-6074624,2022-10-31,2022-11-29,Google Flights,One Way,TK,United States,Egypt,EWR,HBE,1,230.85559999999998,264.7712988,18.65767532399993
