Order Number,Sales Date,Departure Date,Channel,Journey Type,Fare Carrier,Origin Country,Destination Country,Origin Airport Code,Destination Airport Code,Number of Passengers,Base Fare,Tax,Margin
BUSA-5164768,2022-06-30,2022-06-30,Aeroprice,One Way,NK,United States,United States,SNA,LAS,1,42.177531200000004,0.0,-6.492308564000002
BUSA-5166138,2022-06-30,2022-07-12,Google Flights,One Way,PR,United States,Philippines,JFK,MNL,1,1454.85788,225.76038400000002,-38.45269171599995
BUSA-5159548,2022-06-30,2022-07-15,Google Flights,One Way,UP,United States,The Bahamas,MIA,NAS,1,82.434849,29.1838316,-3.5449167565000055
BUSA-5163642,2022-06-30,2022-07-01,Google Flights,One Way,XP,United States,United States,ILM,BWI,1,75.31702,0.0,-2.865079016000001
BUSA-5160438,2022-06-30,2022-06-30,Google Flights,Return,BF,United States,France,SFO,ORY,1,1983.174011,367.99106099000005,7.634536180000332
BUSA-5162565,2022-06-30,2022-08-14,Aeroprice,One Way,AS,Mexico,United States,PVR,SMF,1,119.22150859999999,102.93389979999999,-10.031045973999976
BUSA-5167376,2022-06-30,2022-07-08,Aeroprice,One Way,AV,Colombia,Colombia,MDE,PSO,1,37.18896,6.0896922,13.351969018000004
BUSA-5161671,2022-06-30,2022-09-16,Kayak Group,One Way,EI,United States,United Kingdom,PHL,LHR,1,159.184536,156.8157185,-24.850683299999993
BUSA-5166973,2022-06-30,2022-07-01,Aeroprice,Return,LA,Colombia,Colombia,CLO,MDE,1,131.37000120000002,14.889529860000001,5.737085839999958
BUSA-5161615,2022-06-30,2022-08-06,Google Flights,One Way,PR,United States,Indonesia,LAX,DPS,1,437.757474,238.58729860000003,-1.469309696000007
BUSA-5165068,2022-06-30,2022-07-01,Direct,One Way,QR,United States,Pakistan,ATL,KHI,1,1778.0537,255.50584,12.81720921399999
BUSA-5159432,2022-06-30,2022-11-23,Direct,One Way,RJ,Turkey,United Arab Emirates,IST,DXB,1,158.0,156.10999999999999,-1.1817202874999806
BUSA-5164444,2022-06-30,2022-07-16,Aeroprice,Return,SV,Egypt,Saudi Arabia,CAI,MED,4,270.75992,997.8456432000002,-4.762542600000069
BUSA-5167091,2022-06-30,2022-07-04,Google Flights,One Way,TK,United States,Iraq,DFW,BGW,1,838.02102,318.52425800000003,-7.941496230000087
BUSA-5161687,2022-06-30,2022-07-12,Aeroprice,One Way,CM,United States,Brazil,BOS,GRU,4,1120.7508578,138.2565996,-26.193916315999974
BUSA-5161001,2022-06-30,2022-10-28,Aeroprice,Return,UX,United States,Spain,MIA,MAD,3,132.65378,1428.88019127,-27.55274509800027
BUSA-5166878,2022-06-30,2022-07-04,Aeroprice,Return,AV,United States,Colombia,MIA,PEI,1,338.4499,161.3786326,50.69363178599997
BUSA-5162612,2022-06-30,2022-07-30,Aeroprice,Return,TK,United States,Hungary,LAX,BUD,2,2077.62565,955.02347178,73.52552826600014
BUSA-5164263,2022-06-30,2022-09-27,Aeroprice,Return,QR,United States,Nepal,IAD,KTM,3,2236.6294799999996,1787.4730943999998,35.331315290000546
BUSA-5159474,2022-06-30,2022-07-06,Aeroprice,One Way,AS,United States,United States,LAX,SJC,1,56.40628231,18.05986462,-2.995608882900009
BUSA-5161029,2022-06-30,2022-09-08,Aeroprice,One Way,EI,United States,Republic of Ireland,JFK,SNN,2,399.856394,312.3048992,105.832264098
BUSA-5167249,2022-06-30,2022-08-22,Aeroprice,One Way,F9,United States,United States,PHL,TPA,1,56.230352399999994,0.0,-7.315742869999996
BUSA-5164591,2022-06-30,2022-07-19,Aeroprice,One Way,F9,United States,United States,DFW,LAS,1,3.265804580000008,0.0,-0.20172554999998216
BUSA-5160927,2022-06-30,2022-07-09,Aeroprice,One Way,LA,Colombia,Colombia,MDE,CTG,2,64.2087552,11.59350336,17.280791070000017
BUSA-5159927,2022-06-30,2022-07-12,Google Flights,One Way,OZ,United States,South Korea,SFO,ICN,1,557.1458759999999,223.3321139,5.2942754999999755
BUSA-5164497,2022-06-30,2022-07-08,Google Flights,One Way,PD,United States,Canada,EWR,YTZ,1,108.2276976,22.032611799999998,-6.65260647799999
BUSA-5165904,2022-06-30,2022-07-08,Aeroprice,Return,F9,United States,United States,LAS,SLC,1,46.6584172,0.0,-3.8948053480000073
BUSA-5159867,2022-06-30,2022-07-07,Aeroprice,Return,VH,Colombia,Colombia,PEI,SMR,6,285.7612032,108.66663936,2.5159766639999113
BUSA-5164683,2022-06-30,2022-07-03,Other,One Way,AA,United States,United States,ONT,TPA,1,227.0379132,38.0970648,2.7557806000000005
BUSA-5162534,2022-06-30,2022-07-26,Kayak Group,Return,AV,Colombia,Colombia,CTG,BGA,3,305.4840633,45.05210073000001,-11.683438031000009
BUSA-5160819,2022-06-30,2022-07-21,Aeroprice,One Way,AV,Colombia,Colombia,CUC,CLO,1,25.4716224,5.46511392,7.085143717999998
BUSA-5166386,2022-06-30,2022-08-20,Google Flights,One Way,EI,United States,France,BOS,NCE,1,659.73896,168.55758400000002,18.96241067999999
BUSA-5160836,2022-06-30,2022-09-10,Aeroprice,Return,EK,United States,Italy,JFK,MXP,2,1125.662076,260.89208418,5.637512624000159
BUSA-5160833,2022-06-30,2022-07-22,Google Flights,One Way,EK,United States,Bangladesh,IAD,DAC,1,1181.566169,250.8103969,38.22825675200007
BUSA-5163937,2022-06-30,2022-07-10,Aeroprice,Return,LA,Brazil,Brazil,GRU,NAT,6,1710.0,84.84,-0.38272386399959046
BUSA-5160820,2022-06-30,2022-08-22,Aeroprice,One Way,EK,Bangladesh,United States,DAC,JFK,3,2406.48273,521.79399,80.64476411599986
BUSA-5165430,2022-06-30,2022-08-03,Direct,Return,DE,United States,Austria,SEA,VIE,1,1096.3679324,0.0,11.606466679999958
BUSA-5163710,2022-06-30,2022-09-03,Aeroprice,One Way,TK,Poland,Kazakhstan,WAW,ALA,4,700.0,1113.2,-34.49681765600021
BUSA-5165769,2022-06-30,2022-07-04,Jetcost,Return,OS,United States,Croatia,DSM,ZAG,1,1505.3870200000001,608.7045286,-9.182190944000116
BUSA-5165325,2022-06-30,2022-07-05,Aeroprice,One Way,AI,United Arab Emirates,India,DXB,BOM,1,246.7066125,32.4018108,-7.647327527999973
BUSA-5163105,2022-06-30,2022-06-30,Aeroprice,One Way,AS,United States,United States,LAS,SFO,1,83.3635472,20.1735208,-8.167779704000006
BUSA-5160145,2022-06-30,2022-09-23,Aeroprice,One Way,EI,United States,Republic of Ireland,LAX,DUB,2,513.559634,312.3048992,27.432589031999957
BUSA-5165695,2022-06-30,2022-09-15,Google Flights,One Way,EI,United States,Republic of Ireland,SFO,DUB,1,306.03498,157.11702400000001,7.319383428000025
BUSA-5163836,2022-06-30,2022-07-24,Aeroprice,One Way,LA,Brazil,Brazil,CGH,POA,2,218.0,14.5,12.338916363999994
BUSA-5165830,2022-06-30,2022-07-01,Aeroprice,One Way,LA,Peru,Peru,AQP,LIM,1,63.87646,17.446854000000002,-7.079053352000013
BUSA-5160217,2022-06-30,2022-07-03,Aeroprice,One Way,VH,Colombia,Colombia,PEI,SMR,1,21.9710016,8.95191648,-1.227098090000002
BUSA-5166312,2022-06-30,2022-07-10,Google Flights,One Way,CM,United States,Brazil,MIA,GIG,1,313.66202,30.555828999999996,-7.880956600000017
BUSA-5161493,2022-06-30,2022-10-08,Aeroprice,Return,EK,United States,Italy,JFK,MXP,1,520.192323,130.44604209,-20.43591564799999
BUSA-5165233,2022-06-30,2022-07-04,Aeroprice,Return,LA,Brazil,Brazil,BSB,CGH,1,218.0,13.49,15.126970063999977
BUSA-5160510,2022-06-30,2022-08-13,Google Flights,Return,LY,United States,Israel,EWR,TLV,2,2275.0123270000004,198.84801622,57.784682114000006
BUSA-5163093,2022-06-30,2022-07-04,Aeroprice,Return,UX,Spain,Spain,IBZ,PMI,1,105.0,5.17,-9.932611685999998
BUSA-5167130,2022-06-30,2022-08-08,Aeroprice,One Way,AF,Republic of Macedonia,United States,SKP,MIA,3,2176.5665400000003,778.4443038,15.638725352000005
BUSA-5164520,2022-06-30,2022-07-19,Direct,One Way,QR,United Arab Emirates,United States,DXB,CVG,1,988.65506,186.64320260000002,-8.175184997999953
BUSA-5165706,2022-06-30,2022-07-26,Aeroprice,Return,TK,United States,Moldova,ORD,KIV,1,1181.2378199999998,454.0662926,7.0049927219999155
BUSA-5162717,2022-06-30,2022-07-05,Direct,Return,CI,United States,Philippines,LAX,MNL,1,1334.118016,328.38443239,57.6711922420004
BUSA-5162111,2022-06-30,2022-12-19,Google Flights,Return,PR,United States,Philippines,LAX,DVO,1,1359.701245,483.96836579,9.290426842000045
BUSA-5159769,2022-06-30,2022-09-17,Google Flights,Return,QR,United States,Armenia,SEA,EVN,1,821.505909,433.18091859000003,20.090324482000092
BUSA-5165065,2022-06-30,2022-08-26,Aeroprice,One Way,AS,United States,United States,SEA,LAX,1,101.105949,21.498719,-6.253201988000011
BUSA-5165720,2022-06-30,2022-07-02,Aeroprice,One Way,F9,United States,United States,CLT,MCO,2,208.7520848,0.0,-11.185893642000003
BUSA-5163391,2022-06-30,2022-07-01,Aeroprice,One Way,LA,Brazil,Brazil,CGH,POA,1,109.0,7.25,16.49775698199998
BUSA-5165992,2022-06-30,2022-07-02,Aeroprice,One Way,NK,United States,United States,LAS,SMF,1,42.177531200000004,0.0,-7.521291598000005
BUSA-5163201,2022-06-30,2022-08-20,Aeroprice,One Way,PR,Philippines,United States,MNL,LAX,1,1027.2999379999999,234.8799925,-1.4250653759999565
BUSA-5167448,2022-06-30,2022-07-06,Google Flights,One Way,TK,United States,Turkey,IAD,IST,1,1028.69702,190.48532400000002,-19.819260968000002
BUSA-5164322,2022-06-30,2022-07-05,Aeroprice,Return,FR,Spain,Spain,MAD,IBZ,2,118.06657919999999,0.0,-10.411825014000001
BUSA-5163609,2022-06-30,2022-07-12,Aeroprice,Return,NK,United States,United States,MCO,BDL,3,504.7098381999999,0.0,6.608105422000062
BUSA-5160077,2022-06-30,2022-07-09,Aeroprice,Return,PD,United States,Canada,IAD,YTZ,2,616.8779780799999,191.36255292,-1.6548952159998684
BUSA-5167125,2022-06-30,2022-07-19,Google Flights,Return,AI,United States,India,SFO,DEL,2,2656.607184,1121.7919944,-12.43038519999972
BUSA-5160269,2022-06-30,2022-11-04,Aeroprice,One Way,AR,Argentina,Argentina,IGR,FTE,1,219.77854059,39.7999896168,12.083732457199991
BUSA-5165996,2022-06-30,2022-07-25,Google Flights,Return,AT,United States,Morocco,JFK,CMN,1,889.50354,357.1552156,-0.47348001400003525
BUSA-5160152,2022-06-30,2022-07-10,Aeroprice,One Way,EI,United States,United Kingdom,LAX,LGW,2,678.429332,313.631437,-10.249548176000054
BUSA-5166805,2022-06-30,2022-07-06,Aeroprice,Return,LA,Brazil,Brazil,BSB,CGH,1,218.0,13.49,15.126970063999977
BUSA-5160987,2022-06-30,2022-07-03,Google Flights,One Way,QR,United States,Jordan,DFW,AMM,1,1062.1777670000001,246.8307835,41.296529861999915
BUSA-5161092,2022-06-30,2022-07-03,Google Flights,One Way,QR,United States,Iraq,JFK,BGW,1,968.372594,248.252074,-1.7076406219998645
BUSA-5163266,2022-06-30,2022-07-03,Google Flights,Return,TK,United States,Turkey,JFK,IST,1,2034.5129200000001,391.7152406,10.6527506
BUSA-5166155,2022-06-30,2022-08-11,Google Flights,One Way,UX,United States,Spain,JFK,BCN,1,344.17018,231.86201599999998,6.604508444000055
BUSA-5164524,2022-06-30,2022-10-28,Jetradar,Return,AA,United States,United States,DCA,LAX,3,795.5193396,194.6611284,-3.055745762000054
BUSA-5159396,2022-06-30,2022-07-18,Google Flights,One Way,CM,United States,Bolivia,LAX,VVI,1,900.5363280000001,29.383927349999997,101.84847674999999
BUSA-5162244,2022-06-30,2022-12-19,Google Flights,Return,PR,United States,Philippines,LAX,DVO,1,1359.701245,483.96836579,-5.707099163999956
BUSA-5160920,2022-06-30,2022-09-07,Aeroprice,Return,TK,United States,Egypt,DFW,CAI,1,459.550595,593.12347619,1.7573776460001334
BUSA-5164530,2022-06-30,2022-07-03,Aeroprice,One Way,AM,Mexico,United States,MEX,AUS,1,115.35898,102.1165318,-2.4935815659999827
BUSA-5165211,2022-06-30,2022-08-05,Aeroprice,One Way,AS,United States,United States,SAN,SEA,1,145.44765280000001,24.8260152,-5.967474002000008
BUSA-5159858,2022-06-30,2022-07-02,Google Flights,One Way,PD,United States,Canada,BOS,YTZ,1,211.79123504,29.714446719999998,-7.4345098000000025
BUSA-5166062,2022-06-30,2022-07-01,Aeroprice,Return,AS,United States,United States,SAN,SMF,1,148.9942264,39.0123096,-9.203990147999999
BUSA-5161543,2022-06-30,2022-07-01,Google Flights,One Way,CM,United States,Colombia,MIA,CLO,1,118.440875,95.03695809999999,-1.6111752799999977
BUSA-5166716,2022-06-30,2022-08-22,Google Flights,One Way,CM,United States,Bolivia,IAD,VVI,1,228.81119999999999,30.555828999999996,-5.5070404000000295
BUSA-5161541,2022-06-30,2022-07-18,Aeroprice,One Way,EI,United States,United Kingdom,LAX,LHR,1,332.581977,156.8157185,3.5211193659999225
BUSA-5165680,2022-06-30,2023-04-05,Kayak Group,One Way,EI,United States,United Kingdom,LAX,LGW,1,338.4499,157.78439,-28.481179627999957
BUSA-5166407,2022-06-30,2022-10-08,Google Flights,One Way,EI,United States,France,JFK,BOD,1,223.09092,157.78439,-4.403693726000039
BUSA-5166634,2022-06-30,2022-07-05,Google Flights,One Way,EY,United States,Saudi Arabia,JFK,JED,2,871.38932,497.72156279999996,-1.6479794959997633
BUSA-5160899,2022-06-30,2022-07-14,Aeroprice,One Way,LA,Peru,Peru,PEM,CUZ,2,168.659806,39.83403508,124.50306687999999
BUSA-5163651,2022-06-30,2022-07-17,Aeroprice,One Way,OZ,United States,Cambodia,LAX,PNH,1,879.01636,166.269472,-28.24515339999995
BUSA-5165070,2022-06-30,2022-12-25,Aeroprice,One Way,PR,Singapore,Philippines,SIN,MPH,1,90.121188,72.64730879999999,-8.317250123999992
BUSA-5159166,2022-06-30,2022-07-18,Google Flights,One Way,QR,United States,Bangladesh,DFW,DAC,1,815.8207470000001,253.937236,-14.230621255700235
BUSA-5166882,2022-06-30,2022-07-22,Kayak Group,Return,EI,United States,Croatia,EWR,DBV,1,1171.70402,352.0546326,8.850260275999993
BUSA-5165803,2022-06-30,2022-08-18,Aeroprice,Return,QR,United States,Armenia,LAX,EVN,1,961.9604199999999,435.7613966,-5.13286940999987
BUSA-5161280,2022-06-30,2022-07-28,Google Flights,Return,QR,United States,India,ATL,BLR,3,3564.596574,1635.13786863,56.214448043999255
BUSA-5163455,2022-06-30,2022-09-15,Direct,Return,LO,United States,Romania,JFK,OTP,1,152.54080000000002,412.3082486,19.894674991999953
BUSA-5162701,2022-06-30,2022-07-08,Jetradar,Return,KL,United States,Rwanda,GRR,KGL,2,2871.5805600000003,1161.5409892,22.452581560000134
BUSA-5166572,2022-06-30,2022-08-12,Aeroprice,Return,NH,United States,Philippines,TUL,MNL,1,1320.4313,490.58074660000005,94.37184778400011
BUSA-5160549,2022-06-30,2022-07-03,Google Flights,One Way,AM,United States,Mexico,IAH,MEX,1,122.230983,58.29186104,-7.577821455999988
BUSA-5162602,2022-06-30,2022-07-13,Aeroprice,One Way,AS,United States,United States,SFO,SEA,1,91.66376197999999,20.71294022,-4.667149197999988
BUSA-5164515,2022-06-30,2022-07-03,Aeroprice,One Way,AV,Colombia,Colombia,BOG,BAQ,1,33.9814122,5.78985621,9.938931483999992
BUSA-5165030,2022-06-30,2022-10-08,Kayak Group,One Way,EI,United States,Republic of Ireland,JFK,DUB,5,838.9744000000001,785.5851200000001,71.67654044399984
BUSA-5164779,2022-06-30,2022-07-03,Aeroprice,One Way,EK,Uganda,United Arab Emirates,EBB,DXB,1,134.0,133.2,-9.95368919199997
BUSA-5163990,2022-06-30,2022-07-02,Aeroprice,One Way,F9,United States,United States,ATL,TPA,1,59.090492399999995,0.0,-7.412701615999996
BUSA-5166561,2022-06-30,2022-07-20,Aeroprice,One Way,F9,United States,United States,MSY,ATL,1,37.1532186,0.0,-6.362267532000001
BUSA-5166502,2022-06-30,2022-07-04,Aeroprice,One Way,LG,Luxembourg,United Kingdom,LUX,LCY,1,102.01166,10.582518,-9.306816398
BUSA-5160326,2022-06-30,2022-08-19,Aeroprice,One Way,Z2,Philippines,Philippines,CGY,MNL,1,30.5176938,0.0,-9.542933887999997
