Order Number,Sales Date,Departure Date,Channel,Journey Type,Fare Carrier,Origin Country,Destination Country,Origin Airport Code,Destination Airport Code,Number of Passengers,Base Fare,Tax,Margin
BUSA-4255019,2022-01-31,2022-01-31,Aeroprice,One Way,CM,Ecuador,United States,GYE,MIA,2,161.46396,249.85650788,-15.447636013000057
BUSA-4258153,2022-01-31,2022-03-11,Google Flights,One Way,CM,United States,Colombia,IAD,BOG,2,89.7022,82.6157262,-11.885113139999978
BUSA-4256365,2022-01-31,2022-03-03,Aeroprice,One Way,QR,India,United States,HYD,DFW,1,772.3718228800001,341.70259046,102.21331130859997
BUSA-4256283,2022-01-31,2022-05-14,Google Flights,Return,RJ,United States,Jordan,ORD,AMM,1,287.04704,467.23184914,-1.8530334604001517
BUSA-4258325,2022-01-31,2022-02-09,Google Flights,Return,QR,United States,India,SEA,DEL,3,1948.331784,1367.08843866,-9.682066656399968
BUSA-4256290,2022-01-31,2022-02-11,Google Flights,Return,QR,United States,India,DFW,BOM,1,731.9699519999999,465.68000107999995,33.102154799600136
BUSA-4259860,2022-01-31,2022-03-24,Google Flights,Return,SQ,United States,Thailand,SFO,HKT,2,1151.776248,186.70615908,34.07064967880015
BUSA-4255500,2022-01-31,2022-05-06,Google Flights,Return,TK,United States,Republic of Macedonia,ORD,SKP,1,418.909274,409.01512134,-12.397492106400144
BUSA-4258683,2022-01-31,2022-02-04,Google Flights,Return,TK,United States,Lebanon,BOS,BEY,1,133.656278,448.30468493999996,11.305327519399997
BUSA-4259666,2022-01-31,2022-02-07,Other,One Way,AA,United States,United States,IND,DFW,1,140.18659816,23.60961904,-2.9409411768000133
BUSA-4254880,2022-01-31,2022-01-31,Aeroprice,One Way,AV,United States,El Salvador,IAH,SAL,1,2.691066,27.6282776,-75.91656939439999
BUSA-4258399,2022-01-31,2022-02-12,Aeroprice,One Way,LA,Colombia,Colombia,BAQ,MDE,1,23.1839491,5.95153091,1.960302242399999
BUSA-4260433,2022-01-31,2022-02-10,Jetradar,Return,AA,United States,United States,ORD,BOS,2,113.49122344,60.88985336,8.822801621
BUSA-4259389,2022-01-31,2022-02-04,Aeroprice,Return,CM,United States,Panama,FLL,PTY,1,121.7707365,27.8525331,-9.051975269599986
BUSA-4258218,2022-01-31,2022-05-20,Google Flights,Return,G4,United States,United States,EWR,SAV,2,156.08182799999997,0.0,-5.010872609999971
BUSA-4257466,2022-01-31,2022-02-01,Other,Return,AS,United States,United States,LAX,PDX,1,365.48264367999997,53.60603472,-8.383048419399978
BUSA-4256043,2022-01-31,2022-02-01,Kayak Group,One Way,TK,United States,Jordan,SFO,AMM,1,280.767886,236.7241058,-12.893221427599984
BUSA-4258174,2022-01-31,2022-02-01,Google Flights,Return,TK,United States,Ukraine,JFK,ODS,1,266.415534,422.91896234,4.779851278199967
BUSA-4260246,2022-01-31,2022-02-01,Other,Return,UA,United States,United States,TBN,GRR,1,210.27989724,45.99928816,-1.9415520812000384
BUSA-4254527,2022-01-31,2022-03-14,Aeroprice,One Way,AV,Colombia,Colombia,CTG,BOG,2,80.8826902,15.17288422,70.02268349980001
BUSA-4256651,2022-01-31,2022-01-31,Aeroprice,One Way,VB,Mexico,Mexico,MEX,HUX,1,42.160033999999996,0.0,0.7038391160000064
BUSA-4259217,2022-01-31,2022-03-11,Google Flights,One Way,CM,United States,Colombia,IAD,BOG,1,44.8511,41.3078631,-4.500862999999989
BUSA-4256262,2022-01-31,2022-03-17,Aeroprice,Return,G3,United States,Brazil,JFK,GRU,1,843.20068,70.20991194,36.91733405719998
BUSA-4255215,2022-01-31,2022-01-31,Google Flights,Return,LA,United States,Colombia,MIA,BOG,1,53.82132,111.74203053999999,-3.271942860000004
BUSA-4258402,2022-01-31,2022-04-08,Kayak Group,Return,OZ,South Korea,United States,ICN,HNL,1,745.425282,161.88556033999998,-59.60312853200013
BUSA-4258376,2022-01-31,2022-02-03,Google Flights,Return,PR,United States,Philippines,JFK,MNL,1,1936.670498,290.87732394,55.31929187619999
BUSA-4258068,2022-01-31,2022-02-14,Aeroprice,One Way,QR,India,United States,HYD,BOS,1,420.703318,328.15755826,13.247614292000062
BUSA-4258413,2022-01-31,2022-02-28,Aeroprice,One Way,TK,United States,Bulgaria,JFK,SOF,1,260.13638,197.7036488,-9.086708570599997
BUSA-4256327,2022-01-31,2022-02-27,Aeroprice,One Way,TK,United States,Oman,MIA,MCT,1,240.401896,234.48155079999998,-14.213906918200017
BUSA-4257228,2022-01-31,2022-02-01,Aeroprice,One Way,TK,Lithuania,Uzbekistan,VNO,TAS,1,210.0,125.14,-10.785870134999998
BUSA-4258841,2022-01-31,2022-02-02,Aeroprice,One Way,TK,Switzerland,Kuwait,GVA,KWI,1,386.616482,135.3606198,-19.937266086999998
BUSA-4255423,2022-01-31,2022-03-25,Aeroprice,Return,AM,Mexico,Mexico,TIJ,CUN,2,192.357124,90.6579988,22.540308868400015
BUSA-4256390,2022-01-31,2022-02-11,Google Flights,Return,CM,United States,Peru,MIA,LIM,1,123.78903600000001,102.33226976,0.12601143999999387
BUSA-4259909,2022-01-31,2022-02-11,Google Flights,Return,CM,United States,Colombia,LAX,BOG,1,125.58308,113.98458554,0.1529220999999925
BUSA-4255717,2022-01-31,2022-02-07,Google Flights,Return,CM,United States,Colombia,MCO,MDE,1,86.114112,113.08756353999999,-0.3404399999999921
BUSA-4258595,2022-01-31,2022-03-24,Google Flights,Return,QR,United States,Kuwait,BOS,KWI,1,370.470086,446.69004534000004,-4.71091058840001
BUSA-4255839,2022-01-31,2022-02-25,Google Flights,Return,QR,United States,United Arab Emirates,DFW,DXB,1,400.968834,452.87949714,-15.284736817800088
BUSA-4260329,2022-01-31,2022-02-07,Google Flights,Return,QR,United States,India,SEA,DEL,1,515.78765,455.69614622,22.417456902199977
BUSA-4260209,2022-01-31,2022-02-03,Google Flights,Return,QR,United States,Armenia,LAX,EVN,1,508.61147399999993,378.06786234000003,-36.98466823999998
BUSA-4259783,2022-01-31,2022-03-08,Google Flights,Return,QR,United States,Nepal,LAS,KTM,2,742.734216,995.46119428,-54.33923049999991
BUSA-4260461,2022-01-31,2022-02-03,Aeroprice,One Way,AV,Colombia,Colombia,BOG,CLO,2,50.8184898,10.5360944,-1.7098305560000107
BUSA-4258827,2022-01-31,2022-03-18,Aeroprice,One Way,UX,Spain,Belgium,MAD,BRU,4,16.146396,115.17762479999999,-6.686870650000014
BUSA-4255217,2022-01-31,2022-04-02,Aeroprice,One Way,AM,United States,Guatemala,SFO,GUA,1,104.054552,27.359171,10.039505062399986
BUSA-4260466,2022-01-31,2022-03-19,Aeroprice,Return,LA,Colombia,Colombia,MDE,CTG,1,73.571004,14.4644227,20.7360048488
BUSA-4258163,2022-01-31,2022-02-19,Aeroprice,One Way,QR,Georgia,United States,TBS,CLT,3,890.7428460000001,708.47694582,-64.56264267999978
BUSA-4258145,2022-01-31,2022-06-07,Aeroprice,One Way,TP,United States,Greece,BOS,ATH,1,80.73198,230.89346279999998,36.9511701164
BUSA-4259031,2022-01-31,2022-05-18,Kayak Group,Return,BA,United States,Italy,DEN,FCO,2,540.007244,899.83864908,268.1779146306002
BUSA-4259097,2022-01-31,2022-02-03,Google Flights,Return,QR,United States,India,SFO,HYD,1,1040.368524,481.95946485999997,123.54548822920006
BUSA-4256402,2022-01-31,2022-02-06,Google Flights,Return,QR,United States,Iraq,IAD,NJF,1,357.014756,449.20170693999995,-14.530251613599937
BUSA-4255587,2022-01-31,2022-02-24,Google Flights,Return,QR,United States,India,IAH,AMD,2,1948.331784,908.19889412,56.92354095960018
BUSA-4255265,2022-01-31,2022-02-21,Google Flights,Return,RJ,United States,Turkey,ORD,IST,1,149.802674,548.77114894,21.036311877599957
BUSA-4256129,2022-01-31,2022-02-09,Google Flights,Return,TK,United States,Ukraine,IAH,KBP,1,78.937936,485.08258694,9.357085437600006
BUSA-4259492,2022-01-31,2022-02-05,Aeroprice,Return,QR,United States,Bangladesh,GRK,DAC,1,1136.5268740000001,574.15687154,-58.98949744000016
BUSA-4258779,2022-01-31,2022-02-24,Aeroprice,One Way,AV,El Salvador,United States,SAL,IAH,2,5.382132000000002,187.28025316000003,-15.985973879200014
BUSA-4258379,2022-01-31,2022-02-02,Aeroprice,One Way,AV,Colombia,Colombia,MDE,CTG,2,47.594081599999996,12.82497008,12.387243696800002
BUSA-4256257,2022-01-31,2022-02-06,Aeroprice,One Way,AV,Colombia,Colombia,BOG,CUC,1,29.9506649,5.4951182,10.397685434999994
BUSA-4258003,2022-01-31,2022-03-31,Aeroprice,One Way,AV,Colombia,Colombia,CTG,MDE,2,50.1372768,13.63334284,-1.4615260144000004
BUSA-4257069,2022-01-31,2022-02-18,Aeroprice,One Way,AV,Colombia,Colombia,MDE,BOG,1,25.1367597,6.48060634,2.401783936800002
BUSA-4256219,2022-01-31,2022-02-09,Aeroprice,One Way,LA,Peru,Peru,IQT,LIM,2,89.7022,27.287409240000002,-1.4226423047999894
BUSA-4257841,2022-01-31,2022-02-01,Aeroprice,One Way,TK,United Arab Emirates,Turkey,SHJ,SAW,1,43.954078,76.87478540000001,-7.12942379740001
BUSA-4259008,2022-01-31,2022-05-25,Aeroprice,One Way,VY,Spain,Spain,BIO,BCN,1,24.36311752,0.0,-0.8914248087999987
BUSA-4256338,2022-01-31,2022-02-15,Jetradar,One Way,WN,United States,United States,DAL,BNA,1,32.85791586,15.5633317,1.5866521368000024
BUSA-4254962,2022-01-31,2022-02-04,Google Flights,Return,LA,United States,Peru,MIA,LIM,1,123.789036,100.08971475999999,-3.271942860000004
BUSA-4256870,2022-01-31,2022-03-14,Google Flights,Return,PR,United States,Philippines,LAX,MNL,1,1202.00948,281.90710393999996,25.91715301999992
BUSA-4257950,2022-01-31,2022-02-01,Aeroprice,One Way,TK,Azerbaijan,Lebanon,GYD,BEY,1,236.0,143.36,-18.593056088999987
BUSA-4256946,2022-01-31,2022-03-25,Google Flights,Return,QR,United States,India,SFO,BOM,1,459.275264,465.68000107999995,-0.342413448399979
BUSA-4258089,2022-01-31,2022-05-29,Aeroprice,Return,QR,United States,India,DFW,BLR,2,990.312288,995.2100281200001,-1.9507152199999958
BUSA-4260188,2022-01-31,2022-02-02,Aeroprice,One Way,AV,Colombia,Colombia,MDE,BOG,1,25.1367597,6.48060634,1.023419931600003
BUSA-4255408,2022-01-31,2022-02-23,Jetradar,Return,UA,United States,United States,DEN,ORD,3,254.47617117999997,48.49300932,-7.960928007599954
BUSA-4258578,2022-01-31,2022-06-25,Aeroprice,One Way,EI,United States,United Kingdom,JFK,GLA,4,857.553032,594.1873727999999,-43.877831506799865
BUSA-4260264,2022-01-31,2022-06-15,Google Flights,One Way,AD,United States,Brazil,MCO,REC,3,1060.2800040000002,96.878376,58.448047330599735
BUSA-4259879,2022-01-31,2022-03-02,Aeroprice,Return,CM,Peru,United States,LIM,MCO,3,424.29140599999994,383.42308368,-15.121428659999982
BUSA-4260101,2022-01-31,2022-02-01,Aeroprice,Return,TK,United States,Moldova,JFK,KIV,1,218.873368,425.61002834000004,-19.610984221600063
BUSA-4259826,2022-01-31,2022-03-16,Other,Return,TK,Germany,Pakistan,BER,ISB,2,735.0,697.7,0.9737138793999591
BUSA-4255069,2022-01-31,2022-02-02,Aeroprice,Return,TK,Switzerland,Kuwait,GVA,KWI,1,345.35347,253.1396084,-19.137446307800012
BUSA-4258904,2022-01-31,2022-02-01,Aeroprice,One Way,AV,Colombia,Colombia,MDE,BOG,1,25.1367597,6.48060634,10.1704279558
BUSA-4258717,2022-01-31,2022-02-01,Aeroprice,One Way,UX,Spain,Belgium,MAD,BRU,1,14.352352,19.285973,-0.8204889181999948
BUSA-4260023,2022-01-31,2022-02-11,Aeroprice,Return,AI,United States,India,EWR,BOM,1,2150.61938,537.391582,11.166325157599431
BUSA-4254579,2022-01-31,2022-02-05,Aeroprice,One Way,EI,United States,United Kingdom,JFK,LHR,1,120.200948,150.43058939999997,17.442144153400065
BUSA-4255286,2022-01-31,2022-03-18,Aeroprice,Return,G3,United States,Brazil,JFK,GRU,2,1731.25246,140.41982388,-4.229389178799858
BUSA-4254956,2022-01-31,2022-02-05,Aeroprice,Return,AV,Colombia,Colombia,BAQ,PEI,2,187.0610898,27.1576916,157.72287105319995
BUSA-4255024,2022-01-31,2022-03-02,Aeroprice,Return,BA,United States,France,IAH,CDG,3,376.74924000000004,1354.60189242,58.377653169999924
BUSA-4259122,2022-01-31,2022-02-16,Aeroprice,Return,CM,Dominican Republic,Colombia,SDQ,MDE,2,147.111608,309.2931856,-15.029464130800037
BUSA-4254568,2022-01-31,2022-05-27,Google Flights,Return,QR,United States,India,DFW,BLR,3,1914.2449479999998,1394.32202658,8.27990187160012
BUSA-4259151,2022-01-31,2022-03-10,Direct,Return,TK,United States,Bangladesh,LAX,DAC,4,9242.914687999999,3367.85115856,856.8910409973978
BUSA-4255428,2022-01-31,2022-02-05,Google Flights,One Way,3M,United States,The Bahamas,FLL,FPO,1,59.203452,44.223184599999996,0.8821485400000006
BUSA-4254546,2022-01-31,2022-06-11,Google Flights,One Way,CM,United States,Panama,JFK,PTY,4,179.4044,111.4101324,79.82354667439998
BUSA-4260056,2022-01-31,2022-03-14,Google Flights,One Way,PR,United States,Philippines,LAX,MNL,1,1177.789886,136.1679396,-18.54734798000009
BUSA-4258363,2022-01-31,2022-02-10,Aeroprice,Return,EI,United States,Republic of Ireland,EWR,DUB,1,143.52352,318.68500594,8.66182345959998
BUSA-4259816,2022-01-31,2022-02-02,Aeroprice,Return,LA,Colombia,Colombia,BGA,BOG,2,97.0955596,21.11306158,3.9619168575999986
BUSA-4259032,2022-01-31,2022-02-02,Google Flights,Return,TK,United States,Turkey,SFO,IST,1,743.6312379999999,393.22753414,18.959401876999806
BUSA-4256694,2022-01-31,2022-02-16,Direct,Return,LO,United States,Hungary,JFK,BUD,1,113.024772,361.65235974,0.4416559998000391
BUSA-4257015,2022-01-31,2022-05-16,Aeroprice,Return,PR,United States,Philippines,SEA,MNL,2,1359.885352,562.9171858799999,133.6062739494
BUSA-4254626,2022-01-31,2022-03-30,Google Flights,Return,CM,United States,Colombia,IAD,CLO,1,209.903148,111.29351953999999,4.862287600000011
BUSA-4258783,2022-01-31,2022-02-18,Direct,Return,QR,United States,India,LAX,DEL,1,339.971338,455.69614622,22.88920052080012
BUSA-4260417,2022-01-31,2022-03-11,Google Flights,Return,QR,United States,Philippines,IAD,CEB,1,1132.938786,474.49772734000004,32.32282208600007
BUSA-4259621,2022-01-31,2022-03-04,Google Flights,Return,QR,United States,India,IAH,BLR,2,1435.2352,1060.5760212599998,9.923624758599853
BUSA-4258792,2022-01-31,2022-02-27,Google Flights,Return,TK,United States,Uzbekistan,MIA,TAS,2,814.4959759999999,1074.21972588,113.22216661699991
BUSA-4256576,2022-01-31,2022-02-03,Aeroprice,One Way,AV,Colombia,Colombia,BOG,CTG,1,29.632765499999998,5.47922323,9.657435947399994
BUSA-4257049,2022-01-31,2022-02-25,Aeroprice,One Way,UK,India,India,DEL,HYD,2,37.0232988,14.488419,-4.432470267000003
BUSA-4260214,2022-01-31,2022-08-08,Google Flights,Return,QR,United States,Armenia,PHL,EVN,1,475.42166,368.29032254,-5.363135284600011
BUSA-4259502,2022-01-31,2022-04-28,Google Flights,Return,RJ,United States,Egypt,DTW,CAI,2,464.657396,809.41883148,4.951700919200125
BUSA-4259937,2022-01-31,2022-03-09,Aeroprice,One Way,AV,Colombia,Colombia,MDE,BOG,1,25.1367597,6.48060634,1.0489850586000018
BUSA-4260051,2022-01-31,2022-02-04,Aeroprice,One Way,LA,Colombia,Colombia,BOG,CLO,1,25.4092449,5.2680472,2.5854330101999974
BUSA-4259387,2022-01-31,2022-02-01,Aeroprice,One Way,LA,Colombia,Colombia,MDE,NVA,1,36.33136,7.039201,2.7328359892000043
BUSA-4259204,2022-01-31,2022-07-04,Aeroprice,Return,BA,United States,Italy,LAX,MXP,4,1038.751476,1831.25247256,141.88591726479987
BUSA-4259200,2022-01-31,2022-02-05,Google Flights,Return,CM,United States,Colombia,ORD,BOG,1,155.184806,113.98458554,-4.985219915999978
BUSA-4255632,2022-01-31,2022-02-17,Aeroprice,Return,EK,United States,Pakistan,JFK,ISB,1,713.13249,268.00326293999996,-15.624351356599966
BUSA-4255227,2022-01-31,2022-11-01,Direct,Return,LA,United States,Peru,LAX,TRU,1,457.48122,115.0430715,-31.72284437220003
BUSA-4256693,2022-01-31,2022-04-21,Google Flights,Return,QR,United States,Nepal,SFO,KTM,1,418.909274,464.89959194,-23.48665747480006
BUSA-4258341,2022-01-31,2022-03-09,Google Flights,Return,QR,United States,United Arab Emirates,BOS,DXB,1,56.512386,452.87949714,-17.687141138200023
BUSA-4257164,2022-01-31,2022-02-14,Kayak Group,Return,QR,United States,Nepal,SFO,KTM,1,473.627616,464.89959194,-5.889687198599969
BUSA-4256548,2022-01-31,2022-02-15,Google Flights,Return,QR,United States,Pakistan,ORD,KHI,1,144.420542,489.92650574,-23.155746058999995
BUSA-4258666,2022-01-31,2022-04-15,Aeroprice,Return,UA,United States,Italy,LAX,FCO,1,201.82995,414.39725334,57.04429989499994
BUSA-4255814,2022-01-31,2022-03-18,Aeroprice,Return,CM,United States,Costa Rica,SFO,SJO,1,262.827446,118.2274996,20.826067653999967
BUSA-4257002,2022-01-31,2022-02-13,Aeroprice,Return,QR,United States,Saudi Arabia,BZN,DMM,1,966.0926939999999,500.56518666,-50.38885176000009
BUSA-4258063,2022-01-31,2022-01-31,Aeroprice,One Way,LA,Colombia,Colombia,CLO,MDE,2,58.5389038,10.9221151,2.9414212803999997
BUSA-4255174,2022-01-31,2022-04-07,Google Flights,Return,XP,United States,United States,EUG,BUR,1,69.967716,0.0,26.255457366600005
BUSA-4254724,2022-01-31,2022-02-01,Google Flights,One Way,CM,United States,Colombia,IAD,BOG,1,44.8511,41.3078631,-4.500862999999989
BUSA-4260063,2022-01-31,2022-02-18,Aeroprice,Return,CM,United States,Panama,SFO,PTY,1,552.391672,108.60245354,81.20204156000008
BUSA-4255319,2022-01-31,2022-11-09,Google Flights,One Way,CM,United States,Colombia,DEN,BOG,1,78.040914,41.3078631,-4.088232880000015
BUSA-4258213,2022-01-31,2022-02-08,Aeroprice,Return,LA,Peru,Peru,LIM,CUZ,2,107.64264,47.68568952,-1.1669560708000093
BUSA-4259871,2022-01-31,2022-02-04,Google Flights,One Way,TK,United States,Israel,JFK,TLV,1,327.41303,201.2917368,21.573323984999977
BUSA-4258192,2022-01-31,2022-03-20,Aeroprice,One Way,TK,United States,Romania,LAX,OTP,1,258.342336,225.5113308,-15.626895972599996
BUSA-4257893,2022-01-31,2022-03-23,Aeroprice,Return,VH,Colombia,Colombia,BOG,SMR,2,24.977809999999998,31.6764045,-1.4639222015999938
BUSA-4259402,2022-01-31,2022-03-20,Kayak Group,Return,AM,Mexico,Mexico,TIJ,CUN,3,351.935904,146.208666,3.9275387298000215
BUSA-4257290,2022-01-31,2022-02-11,Direct,Return,QR,United States,India,LAX,BOM,1,799.2466019999999,465.68000107999995,20.35071796299992
BUSA-4258202,2022-01-31,2022-03-22,Google Flights,Return,QR,United States,United Arab Emirates,PHL,DXB,1,112.12774999999999,460.05567314,-5.251366092200081
BUSA-4257825,2022-01-31,2022-02-02,Google Flights,Return,SQ,United States,Philippines,LAX,CEB,1,992.1063320000001,100.26014894,-1.9888973293999204
BUSA-4258227,2022-01-31,2022-05-18,Google Flights,Return,TK,United States,Ukraine,ATL,KBP,1,484.39188,485.08258694,50.83238128340008
BUSA-4259971,2022-01-31,2022-02-07,Aeroprice,Return,QR,United States,Malaysia,DTW,KUL,1,507.71445200000005,505.71409294,-35.43369972000005
BUSA-4259904,2022-01-31,2022-04-22,Aeroprice,One Way,EI,United States,Republic of Ireland,JFK,DUB,1,356.03650600000003,147.8292256,14.104166179999943
BUSA-4259196,2022-01-31,2022-02-17,Jetradar,One Way,EI,United States,United Kingdom,JFK,MAN,1,165.94907,147.8292256,-8.458559028000007
BUSA-4255961,2022-01-31,2022-01-31,Aeroprice,One Way,F9,Mexico,United States,CUN,MCO,1,74.56046864,0.0,-3.9351998591999937
BUSA-4258034,2022-01-31,2022-03-22,Aeroprice,One Way,LA,Colombia,Colombia,MTR,BOG,1,40.395930899999996,6.1536241,2.483688375999999
BUSA-4260054,2022-01-31,2022-03-25,Jetradar,Return,UA,United States,United States,LAX,RSW,3,693.40697622,130.59743298,-15.047510656000043
BUSA-4255612,2022-01-31,2022-05-27,Google Flights,One Way,CM,United States,Costa Rica,IAD,SJO,1,53.82132,42.97632401999999,-4.393220360000009
