Order Number,Sales Date,Departure Date,Channel,Journey Type,Fare Carrier,Origin Country,Destination Country,Origin Airport Code,Destination Airport Code,Number of Passengers,Base Fare,Tax,Margin
BUSA-6311305,2022-11-30,2022-12-10,Google Flights,One Way,NK,United States,United States,SEA,SAN,2,163.87202328,0.0,13.596247053099999
BUSA-6311236,2022-11-30,2023-01-05,Aeroprice,One Way,RO,Israel,Serbia,TLV,BEG,1,139.0,48.74,-1.003040479
BUSA-6312153,2022-11-30,2022-12-01,Aeroprice,Return,SV,United Arab Emirates,Saudi Arabia,DXB,MED,2,988.949504,242.52441352000002,17.765533149400042
BUSA-6312265,2022-11-30,2022-12-15,Google Flights,Return,SY,United States,United States,AVL,MSP,1,136.35720749,0.0,34.14107837219999
BUSA-6306729,2022-11-30,2023-07-05,Google Flights,One Way,UX,United States,Spain,JFK,BCN,2,284.94824800000004,467.854218,-18.01609254500012
BUSA-6311589,2022-11-30,2022-12-03,Other,One Way,LO,United States,India,DTW,DEL,1,925.208618,192.3815832,8.99559477
BUSA-6312920,2022-11-30,2023-05-31,Direct,Return,AT,United States,Spain,MIA,BCN,1,181.611778,466.4705668,23.008693079699967
BUSA-6312774,2022-11-30,2023-05-27,Jetcost,Return,AY,Germany,United States,FRA,MYR,2,467.43316400000003,869.92788596,130.5763561071
BUSA-6309397,2022-11-30,2023-04-13,Google Flights,Return,CI,United States,Vietnam,LAX,SGN,2,1037.750714,691.1535274800001,89.20151137210007
BUSA-6306124,2022-11-30,2023-08-04,Aeroprice,Return,FI,United States,Switzerland,DEN,ZRH,2,1598.02058,763.54578508,127.3167595591997
BUSA-6310502,2022-11-30,2022-12-12,Aeroprice,Return,LA,Bolivia,Mexico,VVI,CUN,2,903.1827155999999,429.5318712,-13.870035133999842
BUSA-6313058,2022-11-30,2023-01-01,Google Flights,Return,QR,United States,India,SFO,BLR,1,851.8100220000001,555.1638016400001,17.08292620659976
BUSA-6316016,2022-11-30,2022-12-18,Aeroprice,Return,SN,United States,Lithuania,SFO,VNO,1,1180.172162,515.79897568,3.8208622575
BUSA-6307962,2022-11-30,2023-05-07,Direct,Return,TK,United States,Greece,ORD,ATH,1,377.363896,502.20203383999996,91.8128595589002
BUSA-6309864,2022-11-30,2022-12-24,Google Flights,Return,SQ,United States,Nepal,SEA,KTM,1,1401.637328,132.25064294,93.9783660899
BUSA-6314922,2022-11-30,2023-01-12,Aeroprice,Return,UA,United States,Germany,OMA,BER,1,289.73130000000003,499.09113738,-8.428757210000125
BUSA-6314369,2022-11-30,2022-12-04,Aeroprice,One Way,AM,United States,Mexico,SFO,MEX,3,646.100799,178.64831958,-6.925912781800045
BUSA-6308289,2022-11-30,2022-12-23,Google Flights,One Way,EK,United States,United Arab Emirates,IAD,DXB,4,3831.3987399999996,786.3031384,78.49141716180038
BUSA-6315353,2022-11-30,2022-12-06,Aeroprice,One Way,F9,United States,United States,PBI,PHL,1,47.30346358,0.0,-19.107010608
BUSA-6313925,2022-11-30,2022-12-02,Aeroprice,One Way,F9,United States,United States,MIA,LGA,1,102.35241058000001,0.0,-8.165308063500005
BUSA-6313287,2022-11-30,2022-12-26,Aeroprice,One Way,LA,Brazil,Brazil,BSB,FOR,1,130.0,6.9,82.72326957650002
BUSA-6306512,2022-11-30,2022-12-17,Aeroprice,One Way,LA,Peru,Peru,LIM,IQT,1,55.834454,21.111199590000002,-11.184929210000004
BUSA-6311984,2022-11-30,2022-12-14,Aeroprice,One Way,LA,Colombia,Colombia,BOG,MDE,1,42.493924,5.6014718,-13.930580009999993
BUSA-6311352,2022-11-30,2023-02-04,Aeroprice,One Way,LA,Brazil,Brazil,BPS,GRU,3,333.0,17.04,151.21448178759994
BUSA-6308299,2022-11-30,2022-12-29,Aeroprice,One Way,P5,Colombia,Colombia,BOG,CTG,1,80.74811331000001,0.0,-1.1552592600000047
BUSA-6315487,2022-11-30,2022-12-14,Google Flights,One Way,SY,United States,United States,MSP,PHX,1,60.4572646,0.0,-1.8774628138000002
BUSA-6314515,2022-11-30,2023-01-02,Google Flights,Return,EI,United States,Republic of Ireland,SFO,DUB,3,3317.423385,922.7362442400001,-9.045973280999677
BUSA-6314387,2022-11-30,2023-02-23,Kayak Group,Return,EK,United States,United Arab Emirates,SEA,DXB,2,1151.199032,863.55379736,-82.03994614939968
BUSA-6312820,2022-11-30,2022-12-02,Aeroprice,Return,LA,Brazil,Brazil,CGH,SDU,1,183.0,14.3,454.32227583300005
BUSA-6307861,2022-11-30,2023-02-04,Google Flights,Return,NK,United States,United States,BOS,MIA,2,109.44116972,0.0,-5.9170897525999955
BUSA-6310494,2022-11-30,2022-12-28,Google Flights,One Way,OZ,United States,Vietnam,SEA,SGN,1,621.880298,186.8528883,2.4549266493000435
BUSA-6309002,2022-11-30,2022-12-02,Aeroprice,One Way,PR,Thailand,United States,BKK,LAX,1,258.956347,173.16382044,-7.969589882499992
BUSA-6313847,2022-11-30,2022-12-02,Aeroprice,One Way,TK,Georgia,United States,TBS,TPA,1,617.0,273.51,-41.81901465399985
BUSA-6307470,2022-11-30,2023-01-25,Google Flights,Return,BR,United States,Philippines,LAX,MNL,1,567.9711700000001,333.73600884,-10.15026507000005
BUSA-6307731,2022-11-30,2023-03-06,Google Flights,Return,CI,United States,Philippines,LAX,MNL,2,1170.598208,673.11799942,162.3606067304999
BUSA-6309695,2022-11-30,2023-02-22,Google Flights,Return,CI,United States,Philippines,SFO,MNL,1,539.897427,333.80248224,74.67494970529998
BUSA-6314056,2022-11-30,2023-02-02,Aeroprice,Return,EK,United States,India,DFW,BLR,1,579.4626000000001,548.78971304,-17.50519638740012
BUSA-6311696,2022-11-30,2023-01-11,Aeroprice,Return,EK,United States,India,JFK,DEL,1,651.895425,535.05644942,-15.345732431399853
BUSA-6312437,2022-11-30,2022-12-14,Kayak Group,Return,EK,United States,Bangladesh,JFK,DAC,1,985.0864200000001,612.7623840800001,-12.848152048300065
BUSA-6310205,2022-11-30,2023-03-14,Aeroprice,Return,EY,Kuwait,Pakistan,KWI,ISB,1,141.511461,89.23886010000001,-11.630606829999994
BUSA-6308420,2022-11-30,2022-12-22,Google Flights,Return,SK,United States,Denmark,MSP,CPH,1,880.8366450000001,408.82372284,-3.8267916325
BUSA-6313369,2022-11-30,2023-03-02,Google Flights,Return,SK,United States,Belgium,LAX,BRU,4,579.4626000000001,1748.3545567200001,38.29624667540004
BUSA-6316032,2022-11-30,2022-12-05,Aeroprice,Return,TK,Georgia,United States,TBS,SFO,1,931.003244,581.7611349800001,24.114994588900018
BUSA-6312569,2022-11-30,2022-12-28,Google Flights,One Way,AM,United States,Mexico,JFK,MEX,1,564.010264,59.54943986,-0.15965132100009338
BUSA-6314670,2022-11-30,2022-12-21,Google Flights,One Way,EI,United States,Republic of Ireland,ORD,DUB,1,285.868216,159.15906080000002,38.96484431839998
BUSA-6311255,2022-11-30,2023-01-09,Aeroprice,One Way,EI,United States,Republic of Ireland,LAX,DUB,1,231.78504,159.15906080000002,17.980572030399973
BUSA-6307280,2022-11-30,2022-12-13,Kayak Group,One Way,EI,United States,Republic of Ireland,ORD,DUB,1,155.95140600000002,158.64686240000003,26.666806020799974
BUSA-6314229,2022-11-30,2022-12-06,Aeroprice,One Way,F9,United States,United States,PHL,TPA,2,121.64851516,0.0,-6.492689268599989
BUSA-6311537,2022-11-30,2022-12-03,Direct,One Way,KU,Philippines,Kuwait,MNL,KWI,1,302.20120019999996,43.388788,10.168156245000075
BUSA-6310250,2022-11-30,2022-12-18,Google Flights,One Way,NK,United States,United States,OAK,LAS,2,38.418370380000006,0.0,-6.8030880680000045
BUSA-6309462,2022-11-30,2023-01-19,Google Flights,One Way,NK,United States,United States,MIA,ORD,5,189.14625035,0.0,-17.466938295799988
BUSA-6314763,2022-11-30,2022-12-01,Aeroprice,One Way,P5,Colombia,Colombia,BOG,MDE,1,38.418370380000006,0.0,-6.219955538200001
BUSA-6311808,2022-11-30,2022-12-01,Aeroprice,One Way,UX,United States,Spain,MIA,MAD,1,73.398596,183.3033358,-19.1456468329
BUSA-6308105,2022-11-30,2022-12-18,Google Flights,One Way,XP,United States,United States,HVN,FLL,1,57.840025190000006,0.0,-4.291117697000001
BUSA-6312993,2022-11-30,2023-01-15,Direct,Return,F9,United States,United States,SFO,PHX,1,49.21569016000001,0.0,-0.568582910000007
BUSA-6313437,2022-11-30,2023-04-14,Google Flights,Return,F9,United States,United States,FLL,LAS,2,459.62973432,0.0,1.4015899300000072
BUSA-6311437,2022-11-30,2022-12-29,Aeroprice,Return,AS,United States,United States,SEA,PSP,2,319.82472436000006,80.39077804,-17.479434253800076
BUSA-6307794,2022-11-30,2022-12-15,Google Flights,One Way,AT,United States,Egypt,JFK,CAI,1,488.07014100000004,258.80232092,6.188589963100103
BUSA-6310200,2022-11-30,2023-03-25,Google Flights,Return,CI,United States,Taiwan,SFO,TPE,1,681.5654040000001,274.53223434,4.684211606500025
BUSA-6310797,2022-11-30,2022-12-10,Kayak Group,One Way,EK,United States,Pakistan,LAX,KHI,1,1246.6485850000001,254.8168961,7.909892950300197
BUSA-6310315,2022-11-30,2022-12-28,Aeroprice,Return,LA,Brazil,Brazil,GRU,REC,1,342.0,16.65,146.9309776308001
BUSA-6309851,2022-11-30,2023-01-03,Google Flights,One Way,SK,United States,Netherlands,MIA,AMS,2,320.63597200000004,393.2619512,-20.701318934800014
BUSA-6308114,2022-11-30,2022-12-09,Google Flights,Return,SY,United States,United States,RSW,MSP,2,419.5309224,0.0,-7.425430900399991
BUSA-6311636,2022-11-30,2022-12-16,Aeroprice,Return,PR,Thailand,Philippines,BKK,CEB,1,398.86342300000007,114.34728640000002,-21.19257172509994
BUSA-6311803,2022-11-30,2023-02-25,Google Flights,Return,EI,United States,Czech Republic,IAD,PRG,1,65.672428,372.47855928,5.552547916900017
BUSA-6306138,2022-11-30,2023-01-01,Aeroprice,Return,QR,United States,Bangladesh,IAD,DAC,1,563.157855,616.47013194,-4.021988577799966
BUSA-6311816,2022-11-30,2023-01-12,Aeroprice,Return,RJ,United States,Saudi Arabia,JFK,JED,2,564.010264,1032.67961488,-12.536444261999826
BUSA-6312790,2022-11-30,2023-01-24,Aeroprice,Return,JL,United States,Thailand,OKC,BKK,1,1130.917841,394.78786938,-21.13704806770001
BUSA-6314270,2022-11-30,2022-12-09,Direct,One Way,5J,Taiwan,Philippines,TPE,MNL,1,187.54307049000002,0.0,9.18302956369998
BUSA-6314844,2022-11-30,2022-12-19,Aeroprice,One Way,AM,United States,Mexico,LAX,MEX,1,397.897652,59.54943986,1.7945048843000215
BUSA-6314326,2022-11-30,2023-08-02,Kayak Group,One Way,EI,United States,Republic of Ireland,ORD,DUB,2,706.944372,318.31812160000004,32.97019198039977
BUSA-6309333,2022-11-30,2022-12-14,Aeroprice,One Way,F9,United States,United States,DEN,SEA,1,37.63609587,0.0,-10.7816782796
BUSA-6314652,2022-11-30,2022-12-02,Aeroprice,One Way,LA,Brazil,Brazil,CGH,SDU,1,92.0,7.15,219.61603681510002
BUSA-6306268,2022-11-30,2022-12-03,Google Flights,One Way,NK,United States,United States,ATL,DTW,3,113.1129025,0.0,-8.000679470399994
BUSA-6315568,2022-11-30,2022-12-07,Google Flights,One Way,NK,United States,United States,LAX,LAS,1,28.026674420000003,0.0,-0.8500756240000023
BUSA-6310830,2022-11-30,2022-12-15,Google Flights,One Way,SY,United States,United States,SEA,MSP,1,95.2250206,0.0,-2.214323738599986
BUSA-6312562,2022-11-30,2023-01-04,Jetradar,Return,F9,United States,United States,ORD,LAS,2,238.73859120000003,0.0,1.1207437231999808
BUSA-6308810,2022-11-30,2023-01-13,Google Flights,Return,AM,United States,Mexico,IAH,MEX,1,281.097596,158.27142383,-1.9007803620000159
BUSA-6310042,2022-11-30,2023-04-08,Google Flights,Return,CI,United States,Taiwan,SFO,TPE,1,681.5654040000001,274.53223434,11.194184186200026
BUSA-6315163,2022-11-30,2023-01-08,Google Flights,One Way,CX,United States,Singapore,LAX,SIN,1,4289.954782,226.1835682,34.4611759925
BUSA-6312192,2022-11-30,2022-12-21,Google Flights,Return,EI,United States,Republic of Ireland,ORD,DUB,1,460.672767,342.63623538,5.813112932700009
BUSA-6307317,2022-11-30,2023-03-16,Google Flights,Return,EI,United States,Republic of Ireland,MCO,DUB,1,298.42553000000004,341.53357914,-0.6827122145999818
BUSA-6314671,2022-11-30,2022-12-13,Google Flights,Return,EI,United States,Republic of Ireland,BOS,DUB,1,201.84613900000002,342.63623538,-12.024982332499931
BUSA-6314707,2022-11-30,2022-12-27,Direct,One Way,EK,United States,India,LAX,DEL,1,708.875914,255.6395837,44.54894381880004
