Order Number,Sales Date,Departure Date,Channel,Journey Type,Fare Carrier,Origin Country,Destination Country,Origin Airport Code,Destination Airport Code,Number of Passengers,Base Fare,Tax,Margin
BUSA-4781089,2022-04-30,2022-05-14,Aeroprice,One Way,EY,Egypt,United Arab Emirates,CAI,AUH,1,176.44257600000003,297.45751912,-13.587953250399984
BUSA-4782025,2022-04-30,2022-05-21,Aeroprice,Return,LA,Colombia,Colombia,BOG,BAQ,2,59.680160400000005,22.09507062,16.0592118464
BUSA-4781182,2022-04-30,2022-05-10,Aeroprice,One Way,WY,Philippines,United Kingdom,MNL,LHR,1,580.010535,20.0429676,1.0467315843999607
BUSA-4782896,2022-04-30,2022-07-08,Aeroprice,Return,LX,United States,Italy,MIA,NAP,2,534.0708079999999,1081.24200296,35.75730999999993
BUSA-4780774,2022-04-30,2022-05-09,Direct,Return,RJ,Lebanon,Qatar,BEY,DOH,1,132.0,195.84,-4.640320028800031
BUSA-4779022,2022-04-30,2022-05-19,Aeroprice,One Way,TK,United States,United States,IAD,SEA,1,622.369642,578.35726752,104.77090106239986
BUSA-4782946,2022-04-30,2022-05-09,Google Flights,Return,TK,United States,Cyprus,IAH,ECN,1,923.951984,501.22023592,111.8486663151999
BUSA-4779991,2022-04-30,2022-10-03,Aeroprice,One Way,AZ,Italy,Italy,FCO,CTA,1,7.609088,48.8883904,-3.0602399071999953
BUSA-4779871,2022-04-30,2022-05-13,Aeroprice,One Way,F9,United States,United States,ATL,BDL,1,98.63709168000001,0.0,0.786688388799996
BUSA-4781946,2022-04-30,2022-05-18,Aeroprice,One Way,LA,Colombia,Colombia,BOG,CUC,2,50.8670388,10.97329434,9.317769382399991
BUSA-4780561,2022-04-30,2022-05-18,Aeroprice,One Way,NK,United States,United States,MIA,DEN,1,59.6679464,0.0,-1.313832019999996
BUSA-4780925,2022-04-30,2022-06-18,Aeroprice,One Way,W9,Spain,United Kingdom,PMI,CWL,2,41.1699344,0.0,-9.952972793600003
BUSA-4778856,2022-04-30,2022-05-04,Direct,Return,QR,United States,Thailand,MIA,HKT,1,698.133824,557.52738912,14.541527078400094
BUSA-4780946,2022-04-30,2022-09-14,Aeroprice,Return,SV,Malaysia,United Kingdom,KUL,MAN,2,455.33568,478.89930144,-10.45926151999996
BUSA-4781575,2022-04-30,2022-09-21,Direct,Return,TK,United States,Georgia,ORD,TBS,1,354.782384,464.50879672,8.557602564799957
BUSA-4782387,2022-04-30,2022-05-06,Kayak Group,Return,TK,United States,Kazakhstan,IAD,NQZ,2,678.26044,1032.0752356799999,-26.133907719200018
BUSA-4783251,2022-04-30,2022-05-13,Aeroprice,One Way,G4,United States,United States,SCK,PHX,1,69.248968,0.0,-7.519583030400007
BUSA-4781565,2022-04-30,2022-05-14,Direct,Return,F9,United States,United States,DEN,LAS,2,226.04570664,0.0,49.48543686160002
BUSA-4782695,2022-04-30,2022-06-08,Google Flights,One Way,AV,United States,Brazil,MIA,GIG,1,412.64796,28.268756800000002,67.69000191199999
BUSA-4780006,2022-04-30,2022-05-30,Google Flights,Return,OZ,United States,South Korea,LAX,ICN,3,4151.708640000001,1488.79415808,75.73905448640035
BUSA-4778808,2022-04-30,2022-05-27,Jetradar,Return,UA,United States,Mexico,IAH,SLP,1,275.82944,149.49955648,27.166019119999987
BUSA-4780576,2022-04-30,2022-05-20,Google Flights,Return,EK,United States,Ethiopia,SEA,ADD,1,1328.7369919999999,486.38241632,-28.517163327199775
BUSA-4782552,2022-04-30,2022-05-21,Google Flights,Return,LH,United States,Georgia,BOS,TBS,2,690.592448,1053.8554590400001,-6.415785820000227
BUSA-4782518,2022-04-30,2022-05-20,Kayak Group,Return,ET,United Arab Emirates,Malawi,DXB,LLW,1,638.0108799999999,458.48959999999994,13.863079532
BUSA-4782941,2022-04-30,2022-05-30,Kayak Group,Return,QR,United States,Thailand,ORF,BKK,2,1680.947552,1169.96605744,-72.50743432000003
BUSA-4781280,2022-04-30,2022-05-03,Aeroprice,One Way,EY,Lebanon,United Arab Emirates,BEY,AUH,1,100.0,78.84,-2.211324411199999
BUSA-4779315,2022-04-30,2022-05-05,Aeroprice,One Way,F9,United States,United States,ATL,MDW,1,73.02445968,0.0,-6.8445478848000025
BUSA-4781084,2022-04-30,2022-05-02,Aeroprice,One Way,MH,Malaysia,Malaysia,PEN,JHB,1,30.355711999999997,7.2094816,-8.538006191200001
BUSA-4781569,2022-04-30,2022-05-16,Aeroprice,Return,F9,United States,United States,PHL,MSY,2,163.93981712,0.0,-7.66320425279997
BUSA-4781399,2022-04-30,2022-05-07,Aeroprice,One Way,CM,Colombia,United States,MDE,MCO,1,90.11852,106.83313392000001,-10.342832775999982
BUSA-4781050,2022-04-30,2022-05-12,Aeroprice,One Way,PD,United States,Canada,EWR,YUL,1,120.20861952,27.1304176,-4.647532035200005
BUSA-4780609,2022-04-30,2022-05-30,Google Flights,One Way,PR,United States,Vietnam,LAX,SGN,1,593.508864,201.92617280000002,-2.1690653599999603
BUSA-4782654,2022-04-30,2022-05-05,Aeroprice,One Way,QR,Norway,Pakistan,OSL,LHE,1,92.96436800000001,207.55718080000003,-15.374197178400017
BUSA-4782904,2022-04-30,2022-06-10,Google Flights,Return,RJ,United States,Jordan,JFK,AMM,1,3774.543064,566.20043192,17.589544790399998
BUSA-4780084,2022-04-30,2022-07-19,Google Flights,Return,TK,United States,Uganda,BOS,EBB,4,1946.0242559999997,2322.17952128,5.196896616000064
BUSA-4782633,2022-04-30,2022-06-11,Jetradar,Return,UA,United States,Spain,MCO,TFS,1,474.30800000000005,469.63132312,33.91315962880009
BUSA-4781471,2022-04-30,2022-06-07,Aeroprice,One Way,EI,United States,United Kingdom,JFK,MAN,1,247.588776,156.33191680000002,-5.89109318319997
BUSA-4781396,2022-04-30,2022-05-01,Aeroprice,One Way,EW,Germany,Spain,DUS,PMI,1,117.63787016,0.0,-4.037498279200005
BUSA-4782943,2022-04-30,2022-06-04,Aeroprice,One Way,VY,Portugal,Spain,LIS,TFN,1,70.70035048,0.0,-6.5216389983999985
BUSA-4780697,2022-04-30,2022-06-11,Aeroprice,Return,KE,United States,South Korea,SEA,ICN,1,1217.074328,474.65898792,5.832018640000001
BUSA-4783124,2022-04-30,2022-05-21,Aeroprice,Return,LA,Peru,Peru,LIM,CUZ,1,117.628384,37.422901200000005,-2.463533418399998
BUSA-4779009,2022-04-30,2022-05-13,Google Flights,Return,LH,United States,Germany,ORD,FRA,1,190.22719999999998,482.10230432,-4.919300864
BUSA-4781494,2022-04-30,2022-05-03,Aeroprice,One Way,TK,Egypt,Tunisia,HBE,TUN,2,426.8772,354.02349119999997,-26.013758939200013
BUSA-4782376,2022-04-30,2022-06-27,Aeroprice,One Way,TK,United States,Turkey,IAD,IST,1,873.675336,278.893104,-12.590104080000001
BUSA-4781300,2022-04-30,2022-05-02,Aeroprice,One Way,HY,Belarus,Spain,MSQ,BCN,1,641.0,222.26,20.810649237600103
BUSA-4782853,2022-04-30,2022-06-03,Aeroprice,Return,EK,United States,India,JFK,AMD,4,4944.911867,1676.50802912,392.70484477880063
BUSA-4781304,2022-04-30,2022-05-29,Aeroprice,Return,TK,United States,Kyrgyzstan,BOS,FRU,1,707.667536,514.3111367199999,-13.742841809599717
BUSA-4779790,2022-04-30,2022-07-26,Direct,One Way,AI,India,United States,DEL,SFO,3,2369.7048375,1022.8744044999999,49.3236292176001
BUSA-4781367,2022-04-30,2022-05-02,Aeroprice,One Way,F9,United States,United States,PHL,MCO,1,58.795219679999995,0.0,-7.329670107199997
BUSA-4782097,2022-04-30,2022-07-31,Aeroprice,One Way,GQ,Greece,Greece,ATH,CHQ,1,76.06003088000001,0.0,3.4356037071999843
BUSA-4781617,2022-04-30,2022-05-06,Google Flights,One Way,UP,United States,The Bahamas,MIA,NAS,1,48.379416,29.2173728,32.52223531199999
BUSA-4782029,2022-04-30,2022-04-30,Aeroprice,One Way,VW,Guatemala,Guatemala,GUA,FRS,2,176.442576,31.8734976,-3.4282758903999957
BUSA-4778736,2022-04-30,2022-06-26,Direct,One Way,VY,Italy,Croatia,FCO,SPU,1,66.83632671999999,0.0,-0.2301997919999872
BUSA-4781258,2022-04-30,2022-05-02,Aeroprice,Return,AV,Colombia,Colombia,MDE,BGA,2,86.5984992,21.76457856,0.7629921063999814
BUSA-4781498,2022-04-30,2022-05-23,Aeroprice,Return,UK,India,India,IXJ,DEL,2,172.59085999999996,32.777342,-7.864221077599948
BUSA-4781523,2022-04-30,2022-05-08,Aeroprice,Return,AI,United States,India,EWR,BOM,2,1319.673485,1113.957117,40.666565174399594
BUSA-4779512,2022-04-30,2022-06-13,Google Flights,Return,OZ,United States,South Korea,LAX,ICN,1,1443.8244479999998,476.01503392,26.902511336800075
BUSA-4780160,2022-04-30,2022-04-30,Google Flights,One Way,QR,United States,India,IAH,HYD,2,1173.701824,509.808896,24.890112612800078
BUSA-4779090,2022-04-30,2022-05-21,Google Flights,One Way,TK,United States,South Korea,JFK,ICN,1,798.95424,332.9927136,17.45701305919992
BUSA-4780633,2022-04-30,2022-05-28,Google Flights,Return,QR,United States,India,SFO,HYD,3,4817.503839999999,1620.5360054399998,161.464134176
BUSA-4780864,2022-04-30,2022-07-08,Google Flights,Return,QR,United States,Pakistan,LAX,SKT,4,2971.065312,2261.00726368,20.616531758399624
BUSA-4782995,2022-04-30,2022-07-11,Google Flights,Return,SV,United States,Pakistan,JFK,ISB,1,516.047104,399.16812664,25.830951308799907
BUSA-4778928,2022-04-30,2022-05-21,Direct,Return,TK,United States,United Arab Emirates,ATL,DXB,5,4319.108576,2852.932432,166.8833275263995
BUSA-4782046,2022-04-30,2022-05-23,Aeroprice,One Way,9X,United States,United States,MGW,IAD,1,65.20786384,18.74465216,-7.3048053912000075
BUSA-4781915,2022-04-30,2022-05-07,Aeroprice,One Way,AS,United States,Mexico,SFO,CUN,2,330.11836800000003,115.29478864000001,-14.496522921599954
BUSA-4779840,2022-04-30,2022-05-14,Aeroprice,One Way,AV,Colombia,Colombia,BOG,CLO,1,34.0665992,5.93162436,1.5847683496000018
BUSA-4782218,2022-04-30,2022-04-30,Aeroprice,One Way,AV,United States,Colombia,MCO,MDE,1,90.11852,42.497996799999996,-6.258861389599993
BUSA-4778734,2022-04-30,2022-05-12,Aeroprice,One Way,NK,United States,United States,TPA,ORD,1,91.31856736,0.0,-9.226044080000003
BUSA-4781123,2022-04-30,2022-04-30,Aeroprice,Return,AV,United States,Colombia,MIA,MDE,1,250.58640256,42.497996799999996,-5.512680803999999
BUSA-4780027,2022-04-30,2022-07-02,Aeroprice,One Way,EI,United States,Italy,EWR,FCO,1,253.002176,157.413008,-12.41243021599994
BUSA-4778942,2022-04-30,2022-05-11,Google Flights,One Way,TK,United States,Spain,MIA,BCN,1,197.836288,274.02228160000004,-0.17476565440002823
BUSA-4780917,2022-04-30,2022-07-15,Jetradar,One Way,WN,United States,United States,SEA,ORD,1,159.1777648,39.64266264,2.13030885119999
BUSA-4779922,2022-04-30,2022-05-06,Aeroprice,One Way,AC,United States,Portugal,BZN,LIS,1,283.438528,227.90169696,-0.10858398160000604
BUSA-4780098,2022-04-30,2022-06-28,Aeroprice,Return,FI,United States,United Kingdom,IAD,LHR,3,989.18144,984.1499305599999,-18.601665944799958
BUSA-4781431,2022-04-30,2023-01-19,Aeroprice,Return,QR,United States,Maldives,SEA,MLE,2,1823.239952,1143.9739790400001,59.137184520800105
BUSA-4781327,2022-04-30,2022-06-17,Google Flights,Return,QR,United States,Kenya,BOS,NBO,2,2580.2355199999997,1125.00165904,-1.6993619296000348
BUSA-4778894,2022-04-30,2022-05-23,Google Flights,Return,TK,United States,Israel,IAD,TLV,1,218.76128,497.94823008,-0.724110607999993
BUSA-4778875,2022-04-30,2022-05-18,Aeroprice,Return,EK,United States,Indonesia,JFK,DPS,1,1223.1608959999999,470.78378592,35.07000608000043
BUSA-4780109,2022-04-30,2022-10-03,Aeroprice,One Way,AZ,Italy,Italy,FCO,CTA,1,7.609088,48.8883904,-3.0602399071999953
BUSA-4779118,2022-04-30,2022-05-02,Aeroprice,One Way,LA,Colombia,Colombia,MDE,PEI,2,59.3883168,11.71429744,5.7294379232000185
BUSA-4782292,2022-04-30,2022-05-06,Aeroprice,One Way,PD,United States,Canada,EWR,YTZ,1,131.06078656,23.67745536,-5.2894706992000184
BUSA-4781697,2022-04-30,2022-07-19,Aeroprice,One Way,VY,United Kingdom,France,EDI,ORY,2,241.422772,0.0,14.465446524000015
BUSA-4780735,2022-04-30,2022-05-01,Aeroprice,One Way,Y4,Mexico,Mexico,TIJ,CLQ,3,698.54185008,0.0,31.62704830320002
BUSA-4781632,2022-04-30,2022-06-20,Aeroprice,Return,5J,Philippines,Philippines,MNL,DPL,1,64.46794335999999,0.0,29.497846804000005
BUSA-4781211,2022-04-30,2022-05-01,Google Flights,One Way,CM,United States,Colombia,JFK,MDE,1,99.60468,43.6837668,-1.8612571200000314
BUSA-4779160,2022-04-30,2022-05-06,Aeroprice,Return,LA,Colombia,Colombia,BGA,BOG,1,57.2741696,11.46444368,3.8060719968000107
BUSA-4780954,2022-04-30,2022-05-14,Aeroprice,One Way,PR,Vietnam,United States,SGN,LAX,1,455.33568,138.75406232,-19.301562280000013
BUSA-4781451,2022-04-30,2022-06-04,Aeroprice,One Way,TK,Morocco,Turkey,RAK,IST,1,286.482032,152.44259119999998,-29.365429423999963
BUSA-4778957,2022-04-30,2022-05-20,Direct,Return,VY,Spain,Portugal,BCN,LIS,1,191.42563135999998,0.0,22.86628447679999
BUSA-4779826,2022-04-30,2022-04-30,Aeroprice,One Way,LA,Brazil,Colombia,GIG,BOG,1,556.4145599999999,32.814192,2.996652720000011
BUSA-4780303,2022-04-30,2022-05-05,Aeroprice,One Way,LH,United States,Italy,SFO,FCO,1,166.4488,533.08319392,-7.053117132800001
BUSA-4781661,2022-04-30,2022-06-07,Aeroprice,Return,AM,Mexico,United States,TIJ,MIA,2,317.880494,193.2415536,57.78489121360004
BUSA-4782511,2022-04-30,2022-05-17,Google Flights,Return,QR,United States,Pakistan,MIA,ISB,1,950.349108,563.90488712,317.7730774071999
BUSA-4779836,2022-04-30,2022-05-02,Aeroprice,One Way,5J,Philippines,Philippines,CBO,MNL,1,62.143834160000004,0.0,-7.212136584800003
BUSA-4780094,2022-04-30,2022-05-01,Aeroprice,One Way,9X,United States,United States,IAD,DUJ,1,56.535523839999996,13.84854016,-6.332873850400002
BUSA-4782287,2022-04-30,2022-05-20,Aeroprice,One Way,DY,United Kingdom,Denmark,LGW,CPH,1,29.407096,35.667961600000005,24.547538071999988
BUSA-4781183,2022-04-30,2022-05-02,Aeroprice,One Way,GQ,Greece,Greece,PAS,ATH,1,58.814192,8.7272672,-7.387999014399991
BUSA-4778860,2022-04-30,2022-05-14,Aeroprice,One Way,GQ,Greece,Greece,ATH,JMK,1,0.0,0.0,28.588074908800003
BUSA-4783009,2022-04-30,2022-05-01,Direct,One Way,TO,France,France,ORY,BIQ,1,167.34534856,0.0,-1.2129941391999903
BUSA-4779069,2022-04-30,2022-09-21,Google Flights,One Way,UX,United States,Spain,JFK,MAD,2,220.66355199999998,389.5853056,-14.029678425600046
BUSA-4781810,2022-04-30,2022-05-05,Jetcost,One Way,WN,United States,United States,ORF,BNA,3,498.70640352000004,78.94382352,14.838158510399975
BUSA-4780197,2022-04-30,2022-05-07,Aeroprice,Return,F9,United States,United States,PHL,MSY,1,40.87982528,0.0,0.40802322879999275
BUSA-4781812,2022-04-30,2022-07-18,Aeroprice,Return,KE,United States,South Korea,SEA,ICN,4,3710.985792,1898.63595168,16.282602966399992
BUSA-4783093,2022-04-30,2022-05-02,Google Flights,One Way,QR,United States,India,SFO,DEL,1,436.36336,254.229088,5.3592284255999605
BUSA-4779487,2022-04-30,2022-05-03,Aeroprice,One Way,TK,Saudi Arabia,United Kingdom,MED,LHR,1,396.623712,137.56279967999998,-25.09881176879998
BUSA-4779214,2022-04-30,2022-06-10,Direct,Return,EK,United States,India,LAX,HYD,1,1617.8823360000001,429.27621087999995,43.56724927679985
BUSA-4780764,2022-04-30,2022-05-20,Google Flights,Return,OZ,United States,Philippines,SEA,MNL,1,1631.61952,309.69466552000006,58.04595066879985
