Order Number,Sales Date,Departure Date,Channel,Journey Type,Fare Carrier,Origin Country,Destination Country,Origin Airport Code,Destination Airport Code,Number of Passengers,Base Fare,Tax,Margin
BUSA-6509818,2022-12-31,2023-01-22,Google Flights,One Way,NK,United States,United States,ATL,EWR,3,124.32917616,0.0,-10.408090896000008
BUSA-6510603,2022-12-31,2023-01-01,Google Flights,One Way,SY,United States,United States,MSP,BOS,1,242.25079080000003,0.0,9.352699977199972
BUSA-6510695,2022-12-31,2023-03-04,Direct,Return,UA,United States,United States,ATL,ORD,5,278.21851505,90.48060559999999,2.6468912619999987
BUSA-6507548,2022-12-31,2022-12-31,Aeroprice,One Way,LA,Peru,Peru,TPP,LIM,1,166.276455,34.795931599999996,-7.839403040000002
BUSA-6507633,2022-12-31,2022-12-31,Google Flights,One Way,PD,United States,Canada,EWR,YOW,1,181.0440588,31.51737325,-1.0246556459999852
BUSA-6510781,2022-12-31,2023-02-26,Aeroprice,One Way,KE,United States,Thailand,RDU,BKK,2,1135.3749360000002,338.9262804,128.87252183099997
BUSA-6510857,2022-12-31,2023-04-14,Google Flights,Return,BR,United States,Philippines,SFO,CRK,1,507.733676,328.2001723,12.165750821999964
BUSA-6505809,2022-12-31,2023-01-11,Google Flights,Return,QR,United States,Bangladesh,JFK,DAC,1,685.77295,600.52103875,4.921843042999982
BUSA-6507276,2022-12-31,2023-01-21,Google Flights,Return,QR,United States,Bangladesh,JFK,DAC,1,732.7437,600.52103875,-14.107314846400236
BUSA-6506492,2022-12-31,2023-01-05,Aeroprice,One Way,F9,United States,United States,LAS,SAN,1,36.51560644,0.0,-10.983272588000002
BUSA-6507118,2022-12-31,2023-01-01,Aeroprice,One Way,LA,Peru,Peru,CIX,LIM,1,103.33565,24.6878262,-10.909451690000001
BUSA-6511082,2022-12-31,2023-05-02,Google Flights,One Way,UX,United States,Spain,MIA,MAD,1,169.556818,183.0464212,-1.4010238131999415
BUSA-6508359,2022-12-31,2023-01-12,Google Flights,Return,AM,United States,Mexico,DEN,MEX,1,218.40906999999999,163.92803256,-3.9748734807999524
BUSA-6507294,2022-12-31,2023-01-06,Direct,Return,F9,United States,United States,DEN,DFW,1,117.99655688,0.0,2.6407582550000024
BUSA-6510320,2022-12-31,2023-02-01,Aeroprice,Return,LA,Colombia,Colombia,BOG,CTG,1,22.949693,9.642354150000001,-11.039285144799996
BUSA-6510348,2022-12-31,2023-01-31,Google Flights,Return,NK,United States,United States,DFW,LAX,3,0.0,0.0,221.33345591100002
BUSA-6508022,2022-12-31,2023-01-05,Google Flights,Return,NK,United States,United States,SAN,LAS,2,120.82338973999998,0.0,-53.178018765
BUSA-6506793,2022-12-31,2023-01-13,Direct,Return,AC,United States,Italy,BOS,MXP,1,76.092615,404.18330375,-9.907691899999937
BUSA-6510877,2022-12-31,2023-02-18,Google Flights,Return,CI,United States,Philippines,SFO,MNL,2,2102.129832,649.655543,-18.376925253400046
BUSA-6507938,2022-12-31,2023-03-09,Google Flights,Return,TK,United States,Pakistan,IAH,LHE,1,252.93006,653.8242051000001,13.36175632459995
BUSA-6508624,2022-12-31,2023-01-10,Google Flights,Return,SK,United States,Germany,CMH,HAM,1,547.078352,478.9277525,20.94213006400008
BUSA-6506307,2022-12-31,2023-01-04,Google Flights,One Way,AI,United States,India,JFK,DEL,1,545.800115,263.975615,-7.776664416400129
BUSA-6506814,2022-12-31,2023-02-17,Aeroprice,One Way,F9,United States,United States,LAS,AUS,2,74.90476887999999,0.0,17.224424481200003
BUSA-6510010,2022-12-31,2023-01-01,Aeroprice,One Way,LA,Chile,Chile,SCL,PMC,2,98.87000284,15.01539144,-4.301580580000003
BUSA-6511278,2022-12-31,2023-02-27,Google Flights,One Way,NK,United States,United States,MIA,LGA,2,112.20726884,0.0,-6.256665511199994
BUSA-6506094,2022-12-31,2023-01-01,Google Flights,One Way,PD,United States,Canada,EWR,YTZ,1,204.19124440000002,29.0279235,3.048609503200008
BUSA-6508885,2022-12-31,2022-12-31,Aeroprice,One Way,UK,India,India,HYD,DEL,1,58.544046,13.5659124,-7.905567769999989
BUSA-6510899,2022-12-31,2023-06-01,Kayak Group,One Way,EI,United States,Germany,ORD,BER,1,237.941612,155.505148,-21.40868756799996
BUSA-6509169,2022-12-31,2023-03-16,Aeroprice,Return,LA,Colombia,Colombia,MDE,BAQ,1,99.67442550000001,32.1721413,61.40118596320002
BUSA-6511176,2022-12-31,2023-02-27,Google Flights,One Way,QR,United States,Egypt,SFO,CAI,1,432.791436,243.55291222,4.025460956000031
BUSA-6509213,2022-12-31,2023-03-06,Google Flights,Return,CI,United States,Indonesia,SFO,DPS,1,615.463146,329.6990171,-32.41851188760012
BUSA-6510315,2022-12-31,2023-07-14,Kayak Group,Return,SQ,United States,Vietnam,LAX,DAD,4,3226.167774,375.20066199999997,3.931206304800046
BUSA-6507581,2022-12-31,2023-02-26,Google Flights,Return,TK,United States,Hong Kong,JFK,HKG,1,133.39693,741.80905475,-13.684886188599926
BUSA-6507343,2022-12-31,2023-07-27,Aeroprice,One Way,EI,United States,United Kingdom,IAD,EDI,2,822.92754,310.946365,-23.971399531999875
BUSA-6511383,2022-12-31,2023-04-25,Aeroprice,One Way,LA,Paraguay,Colombia,ASU,BOG,1,123.654696,53.2089904,-7.95780322000002
BUSA-6510268,2022-12-31,2023-01-22,Google Flights,One Way,QR,United States,India,IAD,AMD,1,593.917252,251.056504,5.928993852000053
BUSA-6511471,2022-12-31,2023-02-16,Aeroprice,Return,F9,United States,United States,MSP,MIA,4,871.5033089599999,0.0,-12.876488307999914
BUSA-6505941,2022-12-31,2023-01-09,Direct,Return,LA,Bolivia,Brazil,LPB,GRU,4,1634.5821000000003,444.531178,24.23674259999978
BUSA-6510661,2022-12-31,2023-01-19,Other,Return,ET,Comoros,Egypt,HAH,CAI,1,379.385056,310.83073429999996,20.779987415200033
BUSA-6507252,2022-12-31,2023-01-03,Google Flights,Return,LO,United States,South Korea,JFK,ICN,1,538.284795,520.4828807499999,-5.524186541600043
BUSA-6509929,2022-12-31,2023-02-26,Aeroprice,Return,QR,United States,India,BOS,DEL,3,985.490456,1751.6624466399999,-7.593920892199918
BUSA-6509811,2022-12-31,2023-01-19,Google Flights,Return,SV,United States,Kuwait,IAD,KWI,1,396.257094,310.70115926,37.75487234779999
BUSA-6507818,2022-12-31,2022-12-31,Aeroprice,One Way,AS,United States,Mexico,SFO,PVR,1,78.91086,58.7322258,-6.308484261
BUSA-6509346,2022-12-31,2023-01-13,Aeroprice,Return,EI,United States,Republic of Ireland,JFK,DUB,1,370.02731,300.84625470000003,-15.966007388000147
BUSA-6510182,2022-12-31,2023-03-15,Aeroprice,Return,F9,United States,United States,BNA,LAS,2,698.2555856399999,0.0,40.495688819600105
BUSA-6510591,2022-12-31,2023-04-05,Aeroprice,One Way,AM,Mexico,United States,MID,SAT,1,137.706366,87.29834182,-5.09219931800002
BUSA-6507694,2022-12-31,2023-01-19,Aeroprice,Return,F9,United States,United States,DFW,SFO,1,191.06524088,0.0,49.837413773199984
BUSA-6507859,2022-12-31,2023-01-08,Direct,One Way,F9,United States,United States,SFO,PHL,1,124.19802724000002,0.0,12.101747665999978
BUSA-6511410,2022-12-31,2023-01-12,Aeroprice,Return,F9,United States,United States,PHL,TPA,1,306.2795671,0.0,3.503177111799987
BUSA-6509059,2022-12-31,2023-01-26,Aeroprice,Return,LA,Colombia,Colombia,BAQ,MDE,2,123.654696,21.920605199999997,-18.044402900000023
BUSA-6505778,2022-12-31,2023-01-26,Aeroprice,Return,QR,United Arab Emirates,Qatar,SHJ,DOH,1,124.942195,118.2723485,32.01275596299999
BUSA-6509048,2022-12-31,2023-03-31,Aeroprice,Return,RJ,Netherlands,Jordan,AMS,AMM,2,282.0,678.66,209.9584002076001
BUSA-6509990,2022-12-31,2023-01-19,Aeroprice,Return,RQ,United Arab Emirates,Afghanistan,DXB,KBL,1,582.675916,69.4152498,-4.807980872799943
BUSA-6509644,2022-12-31,2023-01-05,Direct,Return,NK,United States,United States,BWI,IAD,1,253.4921268,0.0,5.018781825999957
BUSA-6506763,2022-12-31,2023-01-14,Direct,Return,EK,United States,Philippines,MIA,MNL,1,918.7478699999999,594.13301675,18.935660540599823
BUSA-6507367,2022-12-31,2023-01-17,Google Flights,Return,LO,United States,India,ORD,BOM,1,432.1309,405.6018204,6.455174827399958
BUSA-6510067,2022-12-31,2023-01-03,Aeroprice,Return,UA,United States,Brazil,BOS,CGB,1,991.111124,99.7200181,11.361122277199936
BUSA-6508361,2022-12-31,2023-01-04,Aeroprice,One Way,3M,United States,United States,FLL,JAX,2,149.2166786,38.6287448,15.214303586400009
BUSA-6505991,2022-12-31,2023-02-25,Aeroprice,One Way,F9,United States,United States,SFO,DFW,1,46.012546699999994,0.0,-8.213224484999996
BUSA-6507285,2022-12-31,2023-01-01,Aeroprice,One Way,P5,Panama,Colombia,PTY,MDE,1,75.75723686,0.0,-12.01522723280001
BUSA-6511384,2022-12-31,2023-02-03,Direct,One Way,VY,United States,Spain,JFK,BCN,1,222.25994828,0.0,-9.84134020599999
BUSA-6510326,2022-12-31,2023-01-02,Direct,One Way,AY,India,United States,DEL,JFK,1,918.979218,120.36660522000001,13.8368990168
BUSA-6509060,2022-12-31,2022-12-31,Aeroprice,One Way,LA,Brazil,United States,REC,SFO,1,826.238196,65.6212989,-3.0177497458000015
BUSA-6508492,2022-12-31,2023-02-21,Google Flights,Return,BR,United States,Philippines,LAX,MNL,1,509.16293,325.64820975,7.41638118680002
BUSA-6511451,2022-12-31,2023-01-18,Google Flights,One Way,TK,United States,Philippines,ATL,MNL,1,237.941612,371.1332771,75.84579551520012
BUSA-6511445,2022-12-31,2023-01-11,Aeroprice,One Way,AI,India,United States,DEL,SFO,1,1187.834504,357.37143922,-6.5619422007999795
BUSA-6509050,2022-12-31,2023-01-11,Google Flights,One Way,AI,United States,India,JFK,DEL,1,413.119098,263.234618,9.22501536639998
BUSA-6510966,2022-12-31,2023-01-01,Aeroprice,One Way,AS,United States,United States,SAN,JFK,1,195.61798195999998,28.346902280000002,2.3533858309999935
BUSA-6510666,2022-12-31,2023-01-18,Aeroprice,One Way,EI,United States,Republic of Ireland,MIA,DUB,1,234.1945,154.3810144,0.7903490836000469
BUSA-6505890,2022-12-31,2023-01-17,Google Flights,One Way,EI,United States,United Kingdom,JFK,MAN,2,345.70472,309.631184,-14.277344914000025
BUSA-6510960,2022-12-31,2023-01-01,Direct,One Way,F9,United States,United States,BWI,ATL,1,76.79706044000001,0.0,0.06330726579998425
BUSA-6509046,2022-12-31,2023-02-12,Aeroprice,One Way,P5,Colombia,Panama,BOG,PTY,1,79.75727892,0.0,-14.286164460400009
BUSA-6507477,2022-12-31,2023-01-22,Google Flights,One Way,YP,United States,South Korea,LAX,ICN,1,366.37185,182.998042,14.870153033600024
BUSA-6509858,2022-12-31,2023-02-10,Google Flights,Return,NK,United States,United States,BNA,FLL,2,101.13455288,0.0,-7.456290799999996
BUSA-6511025,2022-12-31,2023-01-06,Aeroprice,Return,F9,United States,United States,ATL,ORD,1,48.674984880000004,0.0,-10.976715142000005
BUSA-6509952,2022-12-31,2023-01-19,Google Flights,Return,SY,United States,United States,DEN,MSP,1,0.8349328000000042,0.0,109.0281826608
BUSA-6505954,2022-12-31,2023-03-01,Google Flights,Return,LO,United States,Turkey,MIA,IST,1,234.85375,322.92390625,17.657222537500015
BUSA-6507966,2022-12-31,2023-01-16,Google Flights,Return,SQ,United States,Malaysia,JFK,KUL,1,2366.386385,101.31590775,46.4192467776
BUSA-6506844,2022-12-31,2023-01-15,Aeroprice,One Way,F9,United States,United States,SFO,DFW,1,72.11317044,0.0,-6.992317274600003
BUSA-6510719,2022-12-31,2023-05-04,Kayak Group,One Way,EI,United States,United Kingdom,MCO,GLA,1,262.29784,155.036759,-23.725058528600044
BUSA-6508066,2022-12-31,2023-01-07,Aeroprice,Return,F9,United States,United States,DEN,SNA,1,99.26099688,0.0,-10.627296947999987
BUSA-6510088,2022-12-31,2023-01-08,Aeroprice,Return,SV,United Arab Emirates,Saudi Arabia,DXB,MED,2,500.23945199999997,235.24369136,34.57882021660005
BUSA-6506803,2022-12-31,2023-01-04,Aeroprice,Return,KE,South Korea,Indonesia,ICN,DPS,5,4123.017072000001,969.6492555,105.78550158699846
BUSA-6507042,2022-12-31,2023-01-13,Direct,Return,AC,United States,Italy,BOS,MXP,1,76.092615,404.18330375,-9.907691899999937
BUSA-6508574,2022-12-31,2023-05-03,Direct,Return,CI,United States,Thailand,SFO,BKK,1,477.75678,337.0995633,2.9565673373999704
BUSA-6507031,2022-12-31,2023-02-08,Google Flights,Return,QR,United States,India,LAX,DEL,1,391.736055,529.91460735,-6.239450147200062
BUSA-6511333,2022-12-31,2023-01-19,Google Flights,Return,LH,United States,India,ATL,BOM,1,1007.03635,713.31897588,68.44656184039984
BUSA-6508771,2022-12-31,2023-01-02,Aeroprice,One Way,F9,United States,United States,DFW,ATL,3,342.80454132,0.0,-10.490058971
BUSA-6511245,2022-12-31,2023-01-01,Aeroprice,One Way,TN,United States,France,LAX,CDG,1,490.871672,92.5536664,-3.8315153642000066
BUSA-6507939,2022-12-31,2023-01-14,Direct,Return,F9,United States,United States,PHX,DFW,6,325.73644616,0.0,-0.7758458486000173
BUSA-6506878,2022-12-31,2023-01-14,Google Flights,Return,NK,United States,United States,DFW,MSY,2,101.13455288,0.0,-7.456290799999996
BUSA-6506911,2022-12-31,2023-02-17,Google Flights,One Way,AT,United States,Cameroon,IAD,DLA,1,240.49024,250.58895125,8.154010763400013
BUSA-6510512,2022-12-31,2023-01-12,Aeroprice,One Way,F9,United States,United States,LGA,MCO,1,92.72228644,0.0,-1.2209006644000002
BUSA-6506350,2022-12-31,2023-01-08,Google Flights,One Way,QR,United States,India,DFW,BLR,3,1826.22276,755.2896599999999,69.3602747361998
BUSA-6506593,2022-12-31,2023-01-28,Aeroprice,Return,SV,United States,Saudi Arabia,JFK,JED,1,988.26458,645.4908348,86.97856802460025
BUSA-6511080,2022-12-31,2023-01-01,Jetcost,One Way,TK,United States,Austria,IAD,VIE,1,493.682006,245.15480259999998,6.285095671999898
BUSA-6506061,2022-12-31,2023-01-04,Google Flights,One Way,UX,United States,Netherlands,JFK,AMS,1,175.670605,195.3043785,-6.920725171400047
BUSA-6506651,2022-12-31,2023-01-04,Aeroprice,Return,PR,Philippines,Thailand,CEB,BKK,1,174.58575000000002,88.68956100000001,-3.19458901200006
BUSA-6506887,2022-12-31,2023-03-12,Google Flights,Return,CI,United States,Japan,JFK,KIX,1,727.10721,345.18804174999997,-2.177163250400149
BUSA-6509995,2022-12-31,2023-03-09,Google Flights,Return,FJ,United States,New Zealand,SFO,AKL,1,751.172082,135.7781581,1.9273053619999558
BUSA-6510639,2022-12-31,2023-02-04,Kayak Group,Return,QR,United States,Saudi Arabia,DFW,MED,2,1388.304996,1082.74674796,-49.44563601239961
BUSA-6510307,2022-12-31,2023-03-09,Aeroprice,Return,TK,United States,United Arab Emirates,DFW,DXB,4,1180.34028,2434.27383968,3.2815434575997706
BUSA-6510244,2022-12-31,2023-01-13,Google Flights,Return,TK,United States,Sri Lanka,LAX,CMB,1,635.135484,853.0768856999999,75.28553065940007
BUSA-6507683,2022-12-31,2023-01-07,Google Flights,One Way,AI,United States,India,SFO,DEL,3,1646.794495,791.926845,113.65556113100001
BUSA-6506277,2022-12-31,2023-04-25,Aeroprice,One Way,AS,United States,United States,SEA,TPA,1,169.53622505,26.4351381,-11.605571675399965
BUSA-6509857,2022-12-31,2023-04-07,Aeroprice,One Way,F9,United States,United States,FLL,ATL,4,295.94690576,0.0,-19.11937687359999
BUSA-6508744,2022-12-31,2023-01-09,Aeroprice,One Way,F9,United States,United States,MCO,LGA,1,53.37761044,0.0,-9.363583425999998
BUSA-6506768,2022-12-31,2023-01-06,Google Flights,One Way,NK,United States,United States,RNO,LAS,1,25.28363822,0.0,-3.6512985376000016
BUSA-6507264,2022-12-31,2023-01-06,Google Flights,One Way,SY,United States,United States,MSP,DEN,1,68.00071502,0.0,-2.7872145104
BUSA-6506633,2022-12-31,2023-01-02,Google Flights,Return,AT,United States,Morocco,JFK,CMN,1,535.6467,350.03889000000004,2.1366850931998407
BUSA-6511184,2022-12-31,2023-01-04,Aeroprice,One Way,EI,United States,United Kingdom,SFO,ABZ,1,428.107546,157.0976706,14.537566233600042
BUSA-6509658,2022-12-31,2023-06-26,Aeroprice,One Way,EI,United States,Italy,BOS,NAP,4,936.778,620.147036,-13.690011559200212
BUSA-6507174,2022-12-31,2023-03-17,Aeroprice,Return,F9,United States,United States,STL,DEN,1,166.70901288000002,0.0,-11.09474917000002
BUSA-6506057,2022-12-31,2023-01-29,Aeroprice,One Way,SK,United States,Italy,LAX,BLQ,1,195.39832,195.8680275,18.682591513199924
BUSA-6509570,2022-12-31,2023-02-07,Google Flights,Return,LO,United States,India,ORD,BOM,1,2682.932192,574.39479848,15.275538912000112
BUSA-6510644,2022-12-31,2023-02-24,Direct,Return,TK,United States,Pakistan,EWR,LHE,1,387.826092,578.8819651,14.228067589000062
BUSA-6509810,2022-12-31,2023-01-03,Aeroprice,One Way,EI,United States,Republic of Ireland,BOS,DUB,1,300.705738,154.3810144,0.022284801399985454
BUSA-6510478,2022-12-31,2023-01-04,Direct,One Way,F9,United States,United States,LGA,ATL,1,8.620616860000013,0.0,-199.80390269420002
BUSA-6511115,2022-12-31,2023-01-21,Aeroprice,One Way,F9,United States,United States,ATL,TPA,1,17.78004644,0.0,-5.9792855454
BUSA-6508646,2022-12-31,2023-01-21,Aeroprice,One Way,PR,Philippines,Guam,MNL,GUM,1,211.59792900000002,45.4621293,-12.268829225200044
BUSA-6509987,2022-12-31,2022-12-31,Aeroprice,One Way,AS,United States,United States,GEG,ONT,1,148.82592086,33.274354560000006,-11.63763094800002
BUSA-6505863,2022-12-31,2023-06-13,Kayak Group,One Way,EI,United States,Netherlands,LAX,AMS,2,672.62114,310.946365,33.656493343999955
BUSA-6506854,2022-12-31,2023-01-17,Google Flights,One Way,EK,United States,India,DFW,AMD,1,1029.59884,248.6631505,20.813794712399805
BUSA-6511196,2022-12-31,2023-01-08,Aeroprice,One Way,F9,United States,United States,PHX,DFW,1,64.61894644,0.0,-5.2081298957999955
BUSA-6506481,2022-12-31,2023-01-25,Direct,Return,F9,United States,United States,ATL,LGA,3,146.02495464,0.0,-4.9052695684000005
BUSA-6508202,2022-12-31,2023-01-27,Google Flights,Return,NK,United States,United States,DTW,MCO,2,180.99487738000002,0.0,17.32432707599998
BUSA-6509159,2022-12-31,2023-01-17,Aeroprice,Return,EK,United States,Bangladesh,IAH,DAC,1,791.57741,592.6526017,8.49798391859985
BUSA-6510500,2022-12-31,2023-08-08,Kayak Group,Return,FI,United States,Switzerland,BOS,ZRH,6,2276.37054,2229.4379622,519.0349667491998
BUSA-6510989,2022-12-31,2023-01-27,Aeroprice,Return,LH,United States,Spain,MCO,BCN,1,323.18841000000003,462.90884869999996,3.8837175540000075
BUSA-6510606,2022-12-31,2023-01-05,Direct,Return,SV,United States,Bangladesh,LAX,DAC,1,1289.006528,375.43251906,118.42129431680016
BUSA-6511069,2022-12-31,2023-01-15,Google Flights,Return,TK,United States,Pakistan,MIA,KHI,2,494.607972,1307.6484102000002,17.92291030879988
BUSA-6509120,2022-12-31,2023-01-10,Aeroprice,One Way,F9,United States,United States,MSY,ATL,1,32.75912666,0.0,-10.970157696000001
BUSA-6509540,2022-12-31,2023-01-01,Google Flights,One Way,TS,United States,Canada,FLL,YQB,1,87.120354,20.215669239999997,-0.6576178223999953
BUSA-6510305,2022-12-31,2023-01-01,Aeroprice,One Way,UX,United States,Spain,JFK,MAD,1,116.160472,182.203321,-17.404117094999947
BUSA-6506050,2022-12-31,2023-01-23,Google Flights,Return,AM,United States,Mexico,DEN,MEX,1,375.9664475,171.1548744,-5.8925631060000505
BUSA-6507344,2022-12-31,2023-03-29,Aeroprice,One Way,AM,United States,Mexico,SAT,MID,1,138.094005,58.7322258,-0.43319915840001144
BUSA-6510600,2022-12-31,2023-01-09,Google Flights,One Way,EI,United States,United Kingdom,LAX,EDI,1,325.998744,157.0976706,8.653663615599966
BUSA-6506344,2022-12-31,2023-01-07,Google Flights,One Way,EI,United States,Germany,EWR,HAM,1,392.67547,157.633837,5.2304607399999545
BUSA-6511028,2022-12-31,2023-01-20,Aeroprice,Return,F9,United States,United States,ONT,DEN,1,43.99109488,0.0,-9.323770361000001
BUSA-6506837,2022-12-31,2023-01-28,Google Flights,Return,NK,United States,United States,MCO,EWR,2,239.40298568,0.0,29.051059375599994
BUSA-6511211,2022-12-31,2023-02-28,Google Flights,One Way,OZ,United States,Thailand,LAX,BKK,1,400.94098400000007,164.7792502,-9.025730140000078
BUSA-6509442,2022-12-31,2023-01-05,Google Flights,One Way,QF,United States,Australia,LAX,MKY,1,1497.908022,61.921025799999995,9.197224938399998
BUSA-6506127,2022-12-31,2022-12-31,Aeroprice,One Way,QR,United Arab Emirates,Indonesia,AUH,DPS,1,371.06892500000004,108.87819850000001,1.5070312787999782
BUSA-6507773,2022-12-31,2023-01-19,Aeroprice,One Way,RO,Moldova,Egypt,KIV,CAI,1,126.0,29.57,-18.3745805968
BUSA-6506508,2022-12-31,2023-01-09,Direct,One Way,TK,United States,Uzbekistan,SEA,TAS,1,459.373935,296.5733155,46.25068404240003
BUSA-6507215,2022-12-31,2023-09-28,Aeroprice,Return,BR,United States,Vietnam,SEA,HAN,3,1733.2206749999998,1011.32721825,-8.462309390000598
BUSA-6508936,2022-12-31,2023-01-02,Google Flights,Return,SV,United States,Philippines,IAD,MNL,1,871.20354,294.77593326,90.83676300320019
BUSA-6511129,2022-12-31,2023-01-15,Google Flights,Return,TK,United States,Pakistan,MIA,KHI,3,592.980474,1961.4726153000001,-18.365650080799767
BUSA-6507382,2022-12-31,2023-01-09,Aeroprice,One Way,F9,United States,United States,PBI,ATL,1,17.78004644,0.0,-6.065937510400001
BUSA-6509955,2022-12-31,2023-01-09,Google Flights,One Way,NK,United States,United States,MCO,SAT,1,36.693594260000005,0.0,0.40064102359999376
